id,dataset,tool1,tool2,read,unique,total,percent_unique,group,subgroup,percent_compression,percent_sampled,total_reads,q,p,label
747,miseq,fail,fail,R2,269,269,100.00,fail_no_motif_15,permutation,0.00,0.03,835261,15,50,q15_p50
748,miseq,pass,,R2,608958,827758,73.57,pass_20,permutation,26.43,99.10,835261,20,50,q20_p50
749,miseq,fail,,R2,7503,7503,100.00,fail_20,permutation,0.00,0.90,835261,20,50,q20_p50
750,miseq,pass,pass,R2,589920,807931,73.02,pass_motif_20,permutation,26.98,96.73,835261,20,50,q20_p50
751,miseq,pass,fail,R2,19038,19827,96.02,pass_no_motif_20,permutation,3.98,2.37,835261,20,50,q20_p50
752,miseq,fail,pass,R2,5473,5473,100.00,fail_motif_20,permutation,0.00,0.66,835261,20,50,q20_p50
753,miseq,fail,fail,R2,2030,2030,100.00,fail_no_motif_20,permutation,0.00,0.24,835261,20,50,q20_p50
754,miseq,pass,,R2,606191,824984,73.48,pass_25,permutation,26.52,98.77,835261,25,50,q25_p50
755,miseq,fail,,R2,10277,10277,100.00,fail_25,permutation,0.00,1.23,835261,25,50,q25_p50
756,miseq,pass,pass,R2,587336,805340,72.93,pass_motif_25,permutation,27.07,96.42,835261,25,50,q25_p50
757,miseq,pass,fail,R2,18855,19644,95.98,pass_no_motif_25,permutation,4.02,2.35,835261,25,50,q25_p50
758,miseq,fail,pass,R2,8064,8064,100.00,fail_motif_25,permutation,0.00,0.97,835261,25,50,q25_p50
759,miseq,fail,fail,R2,2213,2213,100.00,fail_no_motif_25,permutation,0.00,0.26,835261,25,50,q25_p50
760,miseq,pass,,R2,596472,815199,73.17,pass_30,permutation,26.83,97.60,835261,30,50,q30_p50
761,miseq,fail,,R2,20061,20062,100.00,fail_30,permutation,0.00,2.40,835261,30,50,q30_p50
762,miseq,pass,pass,R2,578212,796150,72.63,pass_motif_30,permutation,27.37,95.32,835261,30,50,q30_p50
763,miseq,pass,fail,R2,18260,19049,95.86,pass_no_motif_30,permutation,4.14,2.28,835261,30,50,q30_p50
764,miseq,fail,pass,R2,17253,17254,99.99,fail_motif_30,permutation,0.01,2.07,835261,30,50,q30_p50
765,miseq,fail,fail,R2,2808,2808,100.00,fail_no_motif_30,permutation,0.00,0.34,835261,30,50,q30_p50
766,miseq,pass,,R2,575895,793194,72.60,pass_35,permutation,27.40,94.96,835261,35,50,q35_p50
767,miseq,fail,,R2,41780,42067,99.32,fail_35,permutation,0.68,5.04,835261,35,50,q35_p50
768,miseq,pass,pass,R2,558571,775088,72.07,pass_motif_35,permutation,27.93,92.80,835261,35,50,q35_p50
769,miseq,pass,fail,R2,17324,18106,95.68,pass_no_motif_35,permutation,4.32,2.17,835261,35,50,q35_p50
770,miseq,fail,pass,R2,38029,38316,99.25,fail_motif_35,permutation,0.75,4.59,835261,35,50,q35_p50
771,miseq,fail,fail,R2,3751,3751,100.00,fail_no_motif_35,permutation,0.00,0.45,835261,35,50,q35_p50
772,miseq,pass,,R2,0,0,0.00,pass_40,permutation,0.00,0.00,835261,40,50,q40_p50
773,miseq,fail,,R2,616455,835261,73.80,fail_40,permutation,26.20,100.00,835261,40,50,q40_p50
774,miseq,pass,pass,R2,0,0,0.00,pass_motif_40,permutation,0.00,0.00,835261,40,50,q40_p50
775,miseq,pass,fail,R2,0,0,0.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,50,q40_p50
776,miseq,fail,pass,R2,595387,813404,73.20,fail_motif_40,permutation,26.80,97.38,835261,40,50,q40_p50
777,miseq,fail,fail,R2,21068,21857,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,50,q40_p50
778,miseq,pass,,R2,616455,835261,73.80,pass_5,permutation,26.20,100.00,835261,5,60,q5_p60
779,miseq,fail,,R2,0,0,0.00,fail_5,permutation,0.00,0.00,835261,5,60,q5_p60
780,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,60,q5_p60
781,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,60,q5_p60
782,miseq,fail,pass,R2,0,0,0.00,fail_motif_5,permutation,0.00,0.00,835261,5,60,q5_p60
783,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,60,q5_p60
784,miseq,pass,,R2,616455,835261,73.80,pass_10,permutation,26.20,100.00,835261,10,60,q10_p60
785,miseq,fail,,R2,0,0,0.00,fail_10,permutation,0.00,0.00,835261,10,60,q10_p60
786,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,60,q10_p60
787,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,60,q10_p60
788,miseq,fail,pass,R2,0,0,0.00,fail_motif_10,permutation,0.00,0.00,835261,10,60,q10_p60
789,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,60,q10_p60
790,miseq,pass,,R2,614360,833166,73.74,pass_15,permutation,26.26,99.75,835261,15,60,q15_p60
791,miseq,fail,,R2,2095,2095,100.00,fail_15,permutation,0.00,0.25,835261,15,60,q15_p60
792,miseq,pass,pass,R2,593795,811812,73.14,pass_motif_15,permutation,26.86,97.19,835261,15,60,q15_p60
793,miseq,pass,fail,R2,20565,21354,96.31,pass_no_motif_15,permutation,3.69,2.56,835261,15,60,q15_p60
794,miseq,fail,pass,R2,1592,1592,100.00,fail_motif_15,permutation,0.00,0.19,835261,15,60,q15_p60
795,miseq,fail,fail,R2,503,503,100.00,fail_no_motif_15,permutation,0.00,0.06,835261,15,60,q15_p60
796,miseq,pass,,R2,599435,818176,73.26,pass_20,permutation,26.74,97.95,835261,20,60,q20_p60
797,miseq,fail,,R2,17085,17085,100.00,fail_20,permutation,0.00,2.05,835261,20,60,q20_p60
798,miseq,pass,pass,R2,581071,799023,72.72,pass_motif_20,permutation,27.28,95.66,835261,20,60,q20_p60
799,miseq,pass,fail,R2,18364,19153,95.88,pass_no_motif_20,permutation,4.12,2.29,835261,20,60,q20_p60
800,miseq,fail,pass,R2,14381,14381,100.00,fail_motif_20,permutation,0.00,1.72,835261,20,60,q20_p60
801,miseq,fail,fail,R2,2704,2704,100.00,fail_no_motif_20,permutation,0.00,0.32,835261,20,60,q20_p60
802,miseq,pass,,R2,595301,814008,73.13,pass_25,permutation,26.87,97.46,835261,25,60,q25_p60
803,miseq,fail,,R2,21252,21253,100.00,fail_25,permutation,0.00,2.54,835261,25,60,q25_p60
804,miseq,pass,pass,R2,577110,795028,72.59,pass_motif_25,permutation,27.41,95.18,835261,25,60,q25_p60
805,miseq,pass,fail,R2,18191,18980,95.84,pass_no_motif_25,permutation,4.16,2.27,835261,25,60,q25_p60
806,miseq,fail,pass,R2,18375,18376,99.99,fail_motif_25,permutation,0.01,2.20,835261,25,60,q25_p60
807,miseq,fail,fail,R2,2877,2877,100.00,fail_no_motif_25,permutation,0.00,0.34,835261,25,60,q25_p60
808,miseq,pass,,R2,581695,800113,72.70,pass_30,permutation,27.30,95.79,835261,30,60,q30_p60
809,miseq,fail,,R2,35110,35148,99.89,fail_30,permutation,0.11,4.21,835261,30,60,q30_p60
810,miseq,pass,pass,R2,564003,781633,72.16,pass_motif_30,permutation,27.84,93.58,835261,30,60,q30_p60
811,miseq,pass,fail,R2,17692,18480,95.74,pass_no_motif_30,permutation,4.26,2.21,835261,30,60,q30_p60
812,miseq,fail,pass,R2,31733,31771,99.88,fail_motif_30,permutation,0.12,3.80,835261,30,60,q30_p60
813,miseq,fail,fail,R2,3377,3377,100.00,fail_no_motif_30,permutation,0.00,0.40,835261,30,60,q30_p60
814,miseq,pass,,R2,555665,770637,72.10,pass_35,permutation,27.90,92.26,835261,35,60,q35_p60
815,miseq,fail,,R2,63754,64624,98.65,fail_35,permutation,1.35,7.74,835261,35,60,q35_p60
816,miseq,pass,pass,R2,539018,753217,71.56,pass_motif_35,permutation,28.44,90.18,835261,35,60,q35_p60
817,miseq,pass,fail,R2,16647,17420,95.56,pass_no_motif_35,permutation,4.44,2.09,835261,35,60,q35_p60
818,miseq,fail,pass,R2,59319,60187,98.56,fail_motif_35,permutation,1.44,7.21,835261,35,60,q35_p60
819,miseq,fail,fail,R2,4435,4437,99.95,fail_no_motif_35,permutation,0.05,0.53,835261,35,60,q35_p60
820,miseq,pass,,R2,0,0,0.00,pass_40,permutation,0.00,0.00,835261,40,60,q40_p60
821,miseq,fail,,R2,616455,835261,73.80,fail_40,permutation,26.20,100.00,835261,40,60,q40_p60
822,miseq,pass,pass,R2,0,0,0.00,pass_motif_40,permutation,0.00,0.00,835261,40,60,q40_p60
823,miseq,pass,fail,R2,0,0,0.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,60,q40_p60
824,miseq,fail,pass,R2,595387,813404,73.20,fail_motif_40,permutation,26.80,97.38,835261,40,60,q40_p60
825,miseq,fail,fail,R2,21068,21857,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,60,q40_p60
826,miseq,pass,,R2,616455,835261,73.80,pass_5,permutation,26.20,100.00,835261,5,70,q5_p70
827,miseq,fail,,R2,0,0,0.00,fail_5,permutation,0.00,0.00,835261,5,70,q5_p70
828,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,70,q5_p70
829,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,70,q5_p70
830,miseq,fail,pass,R2,0,0,0.00,fail_motif_5,permutation,0.00,0.00,835261,5,70,q5_p70
831,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,70,q5_p70
832,miseq,pass,,R2,616455,835261,73.80,pass_10,permutation,26.20,100.00,835261,10,70,q10_p70
833,miseq,fail,,R2,0,0,0.00,fail_10,permutation,0.00,0.00,835261,10,70,q10_p70
834,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,70,q10_p70
835,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,70,q10_p70
836,miseq,fail,pass,R2,0,0,0.00,fail_motif_10,permutation,0.00,0.00,835261,10,70,q10_p70
837,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,70,q10_p70
838,miseq,pass,,R2,610270,829075,73.61,pass_15,permutation,26.39,99.26,835261,15,70,q15_p70
839,miseq,fail,,R2,6186,6186,100.00,fail_15,permutation,0.00,0.74,835261,15,70,q15_p70
840,miseq,pass,pass,R2,590109,808125,73.02,pass_motif_15,permutation,26.98,96.75,835261,15,70,q15_p70
841,miseq,pass,fail,R2,20161,20950,96.23,pass_no_motif_15,permutation,3.77,2.51,835261,15,70,q15_p70
842,miseq,fail,pass,R2,5279,5279,100.00,fail_motif_15,permutation,0.00,0.63,835261,15,70,q15_p70
843,miseq,fail,fail,R2,907,907,100.00,fail_no_motif_15,permutation,0.00,0.11,835261,15,70,q15_p70
844,miseq,pass,,R2,580750,799081,72.68,pass_20,permutation,27.32,95.67,835261,20,70,q20_p70
845,miseq,fail,,R2,36137,36180,99.88,fail_20,permutation,0.12,4.33,835261,20,70,q20_p70
846,miseq,pass,pass,R2,563123,780667,72.13,pass_motif_20,permutation,27.87,93.46,835261,20,70,q20_p70
847,miseq,pass,fail,R2,17627,18414,95.73,pass_no_motif_20,permutation,4.27,2.20,835261,20,70,q20_p70
848,miseq,fail,pass,R2,32694,32737,99.87,fail_motif_20,permutation,0.13,3.92,835261,20,70,q20_p70
849,miseq,fail,fail,R2,3443,3443,100.00,fail_no_motif_20,permutation,0.00,0.41,835261,20,70,q20_p70
850,miseq,pass,,R2,574920,793104,72.49,pass_25,permutation,27.51,94.95,835261,25,70,q25_p70
851,miseq,fail,,R2,42090,42157,99.84,fail_25,permutation,0.16,5.05,835261,25,70,q25_p70
852,miseq,pass,pass,R2,557469,774867,71.94,pass_motif_25,permutation,28.06,92.77,835261,25,70,q25_p70
853,miseq,pass,fail,R2,17451,18237,95.69,pass_no_motif_25,permutation,4.31,2.18,835261,25,70,q25_p70
854,miseq,fail,pass,R2,38470,38537,99.83,fail_motif_25,permutation,0.17,4.61,835261,25,70,q25_p70
855,miseq,fail,fail,R2,3620,3620,100.00,fail_no_motif_25,permutation,0.00,0.43,835261,25,70,q25_p70
856,miseq,pass,,R2,559092,776358,72.01,pass_30,permutation,27.99,92.95,835261,30,70,q30_p70
857,miseq,fail,,R2,58666,58903,99.60,fail_30,permutation,0.40,7.05,835261,30,70,q30_p70
858,miseq,pass,pass,R2,542151,758635,71.46,pass_motif_30,permutation,28.54,90.83,835261,30,70,q30_p70
859,miseq,pass,fail,R2,16941,17723,95.59,pass_no_motif_30,permutation,4.41,2.12,835261,30,70,q30_p70
860,miseq,fail,pass,R2,54532,54769,99.57,fail_motif_30,permutation,0.43,6.56,835261,30,70,q30_p70
861,miseq,fail,fail,R2,4134,4134,100.00,fail_no_motif_30,permutation,0.00,0.49,835261,30,70,q30_p70
862,miseq,pass,,R2,529013,739123,71.57,pass_35,permutation,28.43,88.49,835261,35,70,q35_p70
863,miseq,fail,,R2,93951,96138,97.73,fail_35,permutation,2.27,11.51,835261,35,70,q35_p70
864,miseq,pass,pass,R2,513148,722499,71.02,pass_motif_35,permutation,28.98,86.50,835261,35,70,q35_p70
865,miseq,pass,fail,R2,15865,16624,95.43,pass_no_motif_35,permutation,4.57,1.99,835261,35,70,q35_p70
866,miseq,fail,pass,R2,88726,90905,97.60,fail_motif_35,permutation,2.40,10.88,835261,35,70,q35_p70
867,miseq,fail,fail,R2,5225,5233,99.85,fail_no_motif_35,permutation,0.15,0.63,835261,35,70,q35_p70
868,miseq,pass,,R2,0,0,0.00,pass_40,permutation,0.00,0.00,835261,40,70,q40_p70
869,miseq,fail,,R2,616455,835261,73.80,fail_40,permutation,26.20,100.00,835261,40,70,q40_p70
870,miseq,pass,pass,R2,0,0,0.00,pass_motif_40,permutation,0.00,0.00,835261,40,70,q40_p70
871,miseq,pass,fail,R2,0,0,0.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,70,q40_p70
872,miseq,fail,pass,R2,595387,813404,73.20,fail_motif_40,permutation,26.80,97.38,835261,40,70,q40_p70
873,miseq,fail,fail,R2,21068,21857,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,70,q40_p70
874,miseq,pass,,R2,616455,835261,73.80,pass_5,permutation,26.20,100.00,835261,5,80,q5_p80
875,miseq,fail,,R2,0,0,0.00,fail_5,permutation,0.00,0.00,835261,5,80,q5_p80
876,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,80,q5_p80
877,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,80,q5_p80
878,miseq,fail,pass,R2,0,0,0.00,fail_motif_5,permutation,0.00,0.00,835261,5,80,q5_p80
879,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,80,q5_p80
880,miseq,pass,,R2,616455,835261,73.80,pass_10,permutation,26.20,100.00,835261,10,80,q10_p80
881,miseq,fail,,R2,0,0,0.00,fail_10,permutation,0.00,0.00,835261,10,80,q10_p80
882,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,80,q10_p80
883,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,80,q10_p80
884,miseq,fail,pass,R2,0,0,0.00,fail_motif_10,permutation,0.00,0.00,835261,10,80,q10_p80
885,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,80,q10_p80
886,miseq,pass,,R2,598156,816934,73.22,pass_15,permutation,26.78,97.81,835261,15,80,q15_p80
887,miseq,fail,,R2,18327,18327,100.00,fail_15,permutation,0.00,2.19,835261,15,80,q15_p80
888,miseq,pass,pass,R2,578712,796701,72.64,pass_motif_15,permutation,27.36,95.38,835261,15,80,q15_p80
889,miseq,pass,fail,R2,19444,20233,96.10,pass_no_motif_15,permutation,3.90,2.42,835261,15,80,q15_p80
890,miseq,fail,pass,R2,16703,16703,100.00,fail_motif_15,permutation,0.00,2.00,835261,15,80,q15_p80
891,miseq,fail,fail,R2,1624,1624,100.00,fail_no_motif_15,permutation,0.00,0.19,835261,15,80,q15_p80
892,miseq,pass,,R2,551781,768301,71.82,pass_20,permutation,28.18,91.98,835261,20,80,q20_p80
893,miseq,fail,,R2,66606,66960,99.47,fail_20,permutation,0.53,8.02,835261,20,80,q20_p80
894,miseq,pass,pass,R2,535112,750854,71.27,pass_motif_20,permutation,28.73,89.89,835261,20,80,q20_p80
895,miseq,pass,fail,R2,16669,17447,95.54,pass_no_motif_20,permutation,4.46,2.09,835261,20,80,q20_p80
896,miseq,fail,pass,R2,62196,62550,99.43,fail_motif_20,permutation,0.57,7.49,835261,20,80,q20_p80
897,miseq,fail,fail,R2,4410,4410,100.00,fail_no_motif_20,permutation,0.00,0.53,835261,20,80,q20_p80
898,miseq,pass,,R2,545626,761690,71.63,pass_25,permutation,28.37,91.19,835261,25,80,q25_p80
899,miseq,fail,,R2,73089,73571,99.34,fail_25,permutation,0.66,8.81,835261,25,80,q25_p80
900,miseq,pass,pass,R2,529130,744416,71.08,pass_motif_25,permutation,28.92,89.12,835261,25,80,q25_p80
901,miseq,pass,fail,R2,16496,17274,95.50,pass_no_motif_25,permutation,4.50,2.07,835261,25,80,q25_p80
902,miseq,fail,pass,R2,68506,68988,99.30,fail_motif_25,permutation,0.70,8.26,835261,25,80,q25_p80
903,miseq,fail,fail,R2,4583,4583,100.00,fail_no_motif_25,permutation,0.00,0.55,835261,25,80,q25_p80
904,miseq,pass,,R2,532144,746145,71.32,pass_30,permutation,28.68,89.33,835261,30,80,q30_p80
905,miseq,fail,,R2,88198,89116,98.97,fail_30,permutation,1.03,10.67,835261,30,80,q30_p80
906,miseq,pass,pass,R2,516054,729281,70.76,pass_motif_30,permutation,29.24,87.31,835261,30,80,q30_p80
907,miseq,pass,fail,R2,16090,16864,95.41,pass_no_motif_30,permutation,4.59,2.02,835261,30,80,q30_p80
908,miseq,fail,pass,R2,83206,84123,98.91,fail_motif_30,permutation,1.09,10.07,835261,30,80,q30_p80
909,miseq,fail,fail,R2,4992,4993,99.98,fail_no_motif_30,permutation,0.02,0.60,835261,30,80,q30_p80
910,miseq,pass,,R2,498742,700505,71.20,pass_35,permutation,28.80,83.87,835261,35,80,q35_p80
911,miseq,fail,,R2,129763,134756,96.29,fail_35,permutation,3.71,16.13,835261,35,80,q35_p80
912,miseq,pass,pass,R2,483763,684788,70.64,pass_motif_35,permutation,29.36,81.98,835261,35,80,q35_p80
913,miseq,pass,fail,R2,14979,15717,95.30,pass_no_motif_35,permutation,4.70,1.88,835261,35,80,q35_p80
914,miseq,fail,pass,R2,123638,128616,96.13,fail_motif_35,permutation,3.87,15.40,835261,35,80,q35_p80
915,miseq,fail,fail,R2,6125,6140,99.76,fail_no_motif_35,permutation,0.24,0.74,835261,35,80,q35_p80
916,miseq,pass,,R2,0,0,0.00,pass_40,permutation,0.00,0.00,835261,40,80,q40_p80
917,miseq,fail,,R2,616455,835261,73.80,fail_40,permutation,26.20,100.00,835261,40,80,q40_p80
918,miseq,pass,pass,R2,0,0,0.00,pass_motif_40,permutation,0.00,0.00,835261,40,80,q40_p80
919,miseq,pass,fail,R2,0,0,0.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,80,q40_p80
920,miseq,fail,pass,R2,595387,813404,73.20,fail_motif_40,permutation,26.80,97.38,835261,40,80,q40_p80
921,miseq,fail,fail,R2,21068,21857,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,80,q40_p80
922,miseq,pass,,R2,616455,835261,73.80,pass_5,permutation,26.20,100.00,835261,5,90,q5_p90
923,miseq,fail,,R2,0,0,0.00,fail_5,permutation,0.00,0.00,835261,5,90,q5_p90
924,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,90,q5_p90
925,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,90,q5_p90
926,miseq,fail,pass,R2,0,0,0.00,fail_motif_5,permutation,0.00,0.00,835261,5,90,q5_p90
927,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,90,q5_p90
928,miseq,pass,,R2,616455,835261,73.80,pass_10,permutation,26.20,100.00,835261,10,90,q10_p90
929,miseq,fail,,R2,0,0,0.00,fail_10,permutation,0.00,0.00,835261,10,90,q10_p90
930,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,90,q10_p90
931,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,90,q10_p90
932,miseq,fail,pass,R2,0,0,0.00,fail_motif_10,permutation,0.00,0.00,835261,10,90,q10_p90
933,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,90,q10_p90
934,miseq,pass,,R2,564899,783098,72.14,pass_15,permutation,27.86,93.75,835261,15,90,q15_p90
935,miseq,fail,,R2,52044,52163,99.77,fail_15,permutation,0.23,6.25,835261,15,90,q15_p90
936,miseq,pass,pass,R2,546936,764349,71.56,pass_motif_15,permutation,28.44,91.51,835261,15,90,q15_p90
937,miseq,pass,fail,R2,17963,18749,95.81,pass_no_motif_15,permutation,4.19,2.24,835261,15,90,q15_p90
938,miseq,fail,pass,R2,48936,49055,99.76,fail_motif_15,permutation,0.24,5.87,835261,15,90,q15_p90
939,miseq,fail,fail,R2,3108,3108,100.00,fail_no_motif_15,permutation,0.00,0.37,835261,15,90,q15_p90
940,miseq,pass,,R2,512098,721438,70.98,pass_20,permutation,29.02,86.37,835261,20,90,q20_p90
941,miseq,fail,,R2,111767,113823,98.19,fail_20,permutation,1.81,13.63,835261,20,90,q20_p90
942,miseq,pass,pass,R2,496633,705212,70.42,pass_motif_20,permutation,29.58,84.43,835261,20,90,q20_p90
943,miseq,pass,fail,R2,15465,16226,95.31,pass_no_motif_20,permutation,4.69,1.94,835261,20,90,q20_p90
944,miseq,fail,pass,R2,106141,108192,98.10,fail_motif_20,permutation,1.90,12.95,835261,20,90,q20_p90
945,miseq,fail,fail,R2,5626,5631,99.91,fail_no_motif_20,permutation,0.09,0.67,835261,20,90,q20_p90
946,miseq,pass,,R2,506559,714538,70.89,pass_25,permutation,29.11,85.55,835261,25,90,q25_p90
947,miseq,fail,,R2,118190,120723,97.90,fail_25,permutation,2.10,14.45,835261,25,90,q25_p90
948,miseq,pass,pass,R2,491249,698470,70.33,pass_motif_25,permutation,29.67,83.62,835261,25,90,q25_p90
949,miseq,pass,fail,R2,15310,16068,95.28,pass_no_motif_25,permutation,4.72,1.92,835261,25,90,q25_p90
950,miseq,fail,pass,R2,112409,114934,97.80,fail_motif_25,permutation,2.20,13.76,835261,25,90,q25_p90
951,miseq,fail,fail,R2,5781,5789,99.86,fail_no_motif_25,permutation,0.14,0.69,835261,25,90,q25_p90
952,miseq,pass,,R2,496089,700793,70.79,pass_30,permutation,29.21,83.90,835261,30,90,q30_p90
953,miseq,fail,,R2,130861,134468,97.32,fail_30,permutation,2.68,16.10,835261,30,90,q30_p90
954,miseq,pass,pass,R2,481075,685029,70.23,pass_motif_30,permutation,29.77,82.01,835261,30,90,q30_p90
955,miseq,pass,fail,R2,15014,15764,95.24,pass_no_motif_30,permutation,4.76,1.89,835261,30,90,q30_p90
956,miseq,fail,pass,R2,124778,128375,97.20,fail_motif_30,permutation,2.80,15.37,835261,30,90,q30_p90
957,miseq,fail,fail,R2,6083,6093,99.84,fail_no_motif_30,permutation,0.16,0.73,835261,30,90,q30_p90
958,miseq,pass,,R2,456337,641991,71.08,pass_35,permutation,28.92,76.86,835261,35,90,q35_p90
959,miseq,fail,,R2,181206,193270,93.76,fail_35,permutation,6.24,23.14,835261,35,90,q35_p90
960,miseq,pass,pass,R2,442647,627625,70.53,pass_motif_35,permutation,29.47,75.14,835261,35,90,q35_p90
961,miseq,pass,fail,R2,13690,14366,95.29,pass_no_motif_35,permutation,4.71,1.72,835261,35,90,q35_p90
962,miseq,fail,pass,R2,173758,185779,93.53,fail_motif_35,permutation,6.47,22.24,835261,35,90,q35_p90
963,miseq,fail,fail,R2,7448,7491,99.43,fail_no_motif_35,permutation,0.57,0.90,835261,35,90,q35_p90
964,miseq,pass,,R2,0,0,0.00,pass_40,permutation,0.00,0.00,835261,40,90,q40_p90
965,miseq,fail,,R2,616455,835261,73.80,fail_40,permutation,26.20,100.00,835261,40,90,q40_p90
966,miseq,pass,pass,R2,0,0,0.00,pass_motif_40,permutation,0.00,0.00,835261,40,90,q40_p90
967,miseq,pass,fail,R2,0,0,0.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,90,q40_p90
968,miseq,fail,pass,R2,595387,813404,73.20,fail_motif_40,permutation,26.80,97.38,835261,40,90,q40_p90
969,miseq,fail,fail,R2,21068,21857,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,90,q40_p90
970,miseq,pass,,R2,616454,835260,73.80,pass_5,permutation,26.20,100.00,835261,5,100,q5_p100
971,miseq,fail,,R2,1,1,100.00,fail_5,permutation,0.00,0.00,835261,5,100,q5_p100
972,miseq,pass,pass,R2,595386,813403,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,100,q5_p100
973,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,100,q5_p100
974,miseq,fail,pass,R2,1,1,100.00,fail_motif_5,permutation,0.00,0.00,835261,5,100,q5_p100
975,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,100,q5_p100
976,miseq,pass,,R2,616454,835260,73.80,pass_10,permutation,26.20,100.00,835261,10,100,q10_p100
977,miseq,fail,,R2,1,1,100.00,fail_10,permutation,0.00,0.00,835261,10,100,q10_p100
978,miseq,pass,pass,R2,595386,813403,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,100,q10_p100
979,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,100,q10_p100
980,miseq,fail,pass,R2,1,1,100.00,fail_motif_10,permutation,0.00,0.00,835261,10,100,q10_p100
981,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,100,q10_p100
982,miseq,pass,,R2,412849,582811,70.84,pass_15,permutation,29.16,69.78,835261,15,100,q15_p100
983,miseq,fail,,R2,229831,252450,91.04,fail_15,permutation,8.96,30.22,835261,15,100,q15_p100
984,miseq,pass,pass,R2,400338,569698,70.27,pass_motif_15,permutation,29.73,68.21,835261,15,100,q15_p100
985,miseq,pass,fail,R2,12511,13113,95.41,pass_no_motif_15,permutation,4.59,1.57,835261,15,100,q15_p100
986,miseq,fail,pass,R2,221163,243706,90.75,fail_motif_15,permutation,9.25,29.18,835261,15,100,q15_p100
987,miseq,fail,fail,R2,8668,8744,99.13,fail_no_motif_15,permutation,0.87,1.05,835261,15,100,q15_p100
988,miseq,pass,,R2,362228,502657,72.06,pass_20,permutation,27.94,60.18,835261,20,100,q20_p100
989,miseq,fail,,R2,292090,332604,87.82,fail_20,permutation,12.18,39.82,835261,20,100,q20_p100
990,miseq,pass,pass,R2,351471,491410,71.52,pass_motif_20,permutation,28.48,58.83,835261,20,100,q20_p100
991,miseq,pass,fail,R2,10757,11247,95.64,pass_no_motif_20,permutation,4.36,1.35,835261,20,100,q20_p100
992,miseq,fail,pass,R2,281623,321994,87.46,fail_motif_20,permutation,12.54,38.55,835261,20,100,q20_p100
