"call","position","mismatch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","mean","reads","mean_match_and_miss","reads_match_and_miss","empirical_qscore","group","empirical_qscore_mean","instrument_qscore_mean"
"miss",6,3,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,3,181,15,49,40,18,0,0,0,28,0,115,133,55,64,312,487,370,2089,1967,1100,224,9056,0,0,0,34.7642152684768,16426,35.7626578805174,947552,17.61071234126,"MiSeq",18.5290532533218,36.5382036151207
"miss",7,3,0,0,0,0,0,0,0,0,0,0,0,0,149,0,1,2,243,13,68,46,33,8,0,0,36,0,112,138,46,21,224,252,167,427,219,102,275,2371,19792,0,0,36.8952111537684,24745,37.5259816875485,947552,15.8311559447012,"MiSeq",18.5290532533218,36.5382036151207
"miss",8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,67,4,22,12,8,3,0,0,0,0,0,0,0,0,6,0,89,63,66,38,135,466,7732,0,0,37.4833601101675,8714,37.520324783399,677744,18.908481259041,"MiSeq",18.5290532533218,36.5382036151207
"miss",9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,7,10,7,0,0,0,0,0,0,0,0,0,2,0,27,22,18,25,39,166,2865,0,0,37.4628304821151,3215,37.6272444507281,480964,21.7493159352844,"MiSeq",18.5290532533218,36.5382036151207
"miss",10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,7,4,1,0,0,0,0,0,0,0,0,0,2,0,10,13,6,3,6,48,808,0,0,36.9967707212056,929,37.596314076919,187470,23.0491606539343,"MiSeq",18.5290532533218,36.5382036151207
"miss",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,46,21,20,0,0,0,0,0,0,0,0,64,44,69,390,1311,1745,1043,244,10446,0,0,0,35.6614102564103,15600,35.8892234305826,947565,17.8348441255276,"MiSeq",18.5276064835658,36.5381943702095
"miss",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,57,24,20,0,0,0,0,0,0,0,0,52,37,73,436,1443,1908,1152,226,10291,0,0,0,35.5748552002015,15884,35.8199669679653,947565,17.7564913251537,"MiSeq",18.5276064835658,36.5381943702095
"miss",3,4,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,1,210,13,59,46,22,0,0,0,13,0,105,124,42,71,282,460,384,2151,2060,1180,232,11324,0,0,0,35.0299179242785,18885,35.8251771646272,947565,17.0049202174368,"MiSeq",18.5276064835658,36.5381943702095
"miss",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,267,12,91,34,26,0,0,0,0,0,0,0,0,42,64,88,393,1258,1520,1023,207,9533,0,0,0,35.3656593406593,14560,35.8358708901236,947565,18.134476359302,"MiSeq",18.5276064835658,36.5381943702095
"miss",5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,171,6,31,38,14,0,0,0,0,0,0,0,0,66,32,86,417,1254,1644,1093,226,12151,0,0,0,35.7811049210771,17232,35.9791961501322,947565,17.4027332495331,"MiSeq",18.5276064835658,36.5381943702095
"miss",6,4,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,3,181,15,49,40,18,0,0,0,28,0,115,133,55,64,312,487,371,2090,1970,1101,225,9056,0,0,0,34.7638897340717,16433,35.7626368639618,947565,17.608921556577,"MiSeq",18.5276064835658,36.5381943702095
"miss",7,4,0,0,0,0,0,0,0,0,0,0,0,0,149,0,1,2,243,13,68,46,33,8,0,0,36,0,112,138,46,21,224,252,167,427,219,102,275,2371,19798,0,0,36.8954789705466,24751,37.5259839694375,947565,15.8301626074032,"MiSeq",18.5276064835658,36.5381943702095
"miss",8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,67,4,22,12,8,3,0,0,0,0,0,0,0,0,6,0,89,63,66,38,135,466,7739,0,0,37.4837747964683,8721,37.5203297376175,677751,18.9050388055057,"MiSeq",18.5276064835658,36.5381943702095
"miss",9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,7,10,7,0,0,0,0,0,0,0,0,0,2,0,27,22,18,25,39,166,2865,0,0,37.4628304821151,3215,37.6272444507281,480964,21.7493159352844,"MiSeq",18.5276064835658,36.5381943702095
"miss",10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,7,4,1,0,0,0,0,0,0,0,0,0,2,0,10,13,6,3,6,48,808,0,0,36.9967707212056,929,37.596314076919,187470,23.0491606539343,"MiSeq",18.5276064835658,36.5381943702095
"miss",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,46,21,20,0,0,0,0,0,0,0,0,64,44,69,390,1311,1745,1043,244,10446,0,0,0,35.6614102564103,15600,35.8892234305826,947565,17.8348441255276,"MiSeq",18.5276064835658,36.5381943702095
"miss",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,57,24,20,0,0,0,0,0,0,0,0,52,37,73,436,1443,1908,1152,226,10291,0,0,0,35.5748552002015,15884,35.8199669679653,947565,17.7564913251537,"MiSeq",18.5276064835658,36.5381943702095
"miss",3,5,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,1,210,13,59,46,22,0,0,0,13,0,105,124,42,71,282,460,384,2151,2060,1180,232,11324,0,0,0,35.0299179242785,18885,35.8251771646272,947565,17.0049202174368,"MiSeq",18.5276064835658,36.5381943702095
"miss",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,267,12,91,34,26,0,0,0,0,0,0,0,0,42,64,88,393,1258,1520,1023,207,9533,0,0,0,35.3656593406593,14560,35.8358708901236,947565,18.134476359302,"MiSeq",18.5276064835658,36.5381943702095
"miss",5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,171,6,31,38,14,0,0,0,0,0,0,0,0,66,32,86,417,1254,1644,1093,226,12151,0,0,0,35.7811049210771,17232,35.9791961501322,947565,17.4027332495331,"MiSeq",18.5276064835658,36.5381943702095
"miss",6,5,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,3,181,15,49,40,18,0,0,0,28,0,115,133,55,64,312,487,371,2090,1970,1101,225,9056,0,0,0,34.7638897340717,16433,35.7626368639618,947565,17.608921556577,"MiSeq",18.5276064835658,36.5381943702095
"miss",7,5,0,0,0,0,0,0,0,0,0,0,0,0,149,0,1,2,243,13,68,46,33,8,0,0,36,0,112,138,46,21,224,252,167,427,219,102,275,2371,19798,0,0,36.8954789705466,24751,37.5259839694375,947565,15.8301626074032,"MiSeq",18.5276064835658,36.5381943702095
"miss",8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,67,4,22,12,8,3,0,0,0,0,0,0,0,0,6,0,89,63,66,38,135,466,7739,0,0,37.4837747964683,8721,37.5203297376175,677751,18.9050388055057,"MiSeq",18.5276064835658,36.5381943702095
"miss",9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,7,10,7,0,0,0,0,0,0,0,0,0,2,0,27,22,18,25,39,166,2865,0,0,37.4628304821151,3215,37.6272444507281,480964,21.7493159352844,"MiSeq",18.5276064835658,36.5381943702095
"miss",10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,7,4,1,0,0,0,0,0,0,0,0,0,2,0,10,13,6,3,6,48,808,0,0,36.9967707212056,929,37.596314076919,187470,23.0491606539343,"MiSeq",18.5276064835658,36.5381943702095
"miss",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,46,21,20,0,0,0,0,0,0,0,0,64,44,69,390,1311,1745,1043,244,10446,0,0,0,35.6614102564103,15600,35.8892234305826,947565,17.8348441255276,"MiSeq",18.5276064835658,36.5381943702095
"miss",2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,57,24,20,0,0,0,0,0,0,0,0,52,37,73,436,1443,1908,1152,226,10291,0,0,0,35.5748552002015,15884,35.8199669679653,947565,17.7564913251537,"MiSeq",18.5276064835658,36.5381943702095
"miss",3,6,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,1,210,13,59,46,22,0,0,0,13,0,105,124,42,71,282,460,384,2151,2060,1180,232,11324,0,0,0,35.0299179242785,18885,35.8251771646272,947565,17.0049202174368,"MiSeq",18.5276064835658,36.5381943702095
"miss",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,267,12,91,34,26,0,0,0,0,0,0,0,0,42,64,88,393,1258,1520,1023,207,9533,0,0,0,35.3656593406593,14560,35.8358708901236,947565,18.134476359302,"MiSeq",18.5276064835658,36.5381943702095
"miss",5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,171,6,31,38,14,0,0,0,0,0,0,0,0,66,32,86,417,1254,1644,1093,226,12151,0,0,0,35.7811049210771,17232,35.9791961501322,947565,17.4027332495331,"MiSeq",18.5276064835658,36.5381943702095
"miss",6,6,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,3,181,15,49,40,18,0,0,0,28,0,115,133,55,64,312,487,371,2090,1970,1101,225,9056,0,0,0,34.7638897340717,16433,35.7626368639618,947565,17.608921556577,"MiSeq",18.5276064835658,36.5381943702095
"miss",7,6,0,0,0,0,0,0,0,0,0,0,0,0,149,0,1,2,243,13,68,46,33,8,0,0,36,0,112,138,46,21,224,252,167,427,219,102,275,2371,19798,0,0,36.8954789705466,24751,37.5259839694375,947565,15.8301626074032,"MiSeq",18.5276064835658,36.5381943702095
"miss",8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,67,4,22,12,8,3,0,0,0,0,0,0,0,0,6,0,89,63,66,38,135,466,7739,0,0,37.4837747964683,8721,37.5203297376175,677751,18.9050388055057,"MiSeq",18.5276064835658,36.5381943702095
"miss",9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,7,10,7,0,0,0,0,0,0,0,0,0,2,0,27,22,18,25,39,166,2865,0,0,37.4628304821151,3215,37.6272444507281,480964,21.7493159352844,"MiSeq",18.5276064835658,36.5381943702095
"miss",10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,7,4,1,0,0,0,0,0,0,0,0,0,2,0,10,13,6,3,6,48,808,0,0,36.9967707212056,929,37.596314076919,187470,23.0491606539343,"MiSeq",18.5276064835658,36.5381943702095
"miss",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,46,21,20,0,0,0,0,0,0,0,0,64,44,69,390,1311,1745,1043,244,10446,0,0,0,35.6614102564103,15600,35.8892234305826,947565,17.8348441255276,"MiSeq",18.5276064835658,36.5381943702095
"miss",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,57,24,20,0,0,0,0,0,0,0,0,52,37,73,436,1443,1908,1152,226,10291,0,0,0,35.5748552002015,15884,35.8199669679653,947565,17.7564913251537,"MiSeq",18.5276064835658,36.5381943702095
"miss",3,7,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,1,210,13,59,46,22,0,0,0,13,0,105,124,42,71,282,460,384,2151,2060,1180,232,11324,0,0,0,35.0299179242785,18885,35.8251771646272,947565,17.0049202174368,"MiSeq",18.5276064835658,36.5381943702095
"miss",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,267,12,91,34,26,0,0,0,0,0,0,0,0,42,64,88,393,1258,1520,1023,207,9533,0,0,0,35.3656593406593,14560,35.8358708901236,947565,18.134476359302,"MiSeq",18.5276064835658,36.5381943702095
"miss",5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,171,6,31,38,14,0,0,0,0,0,0,0,0,66,32,86,417,1254,1644,1093,226,12151,0,0,0,35.7811049210771,17232,35.9791961501322,947565,17.4027332495331,"MiSeq",18.5276064835658,36.5381943702095
"miss",6,7,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,3,181,15,49,40,18,0,0,0,28,0,115,133,55,64,312,487,371,2090,1970,1101,225,9056,0,0,0,34.7638897340717,16433,35.7626368639618,947565,17.608921556577,"MiSeq",18.5276064835658,36.5381943702095
"miss",7,7,0,0,0,0,0,0,0,0,0,0,0,0,149,0,1,2,243,13,68,46,33,8,0,0,36,0,112,138,46,21,224,252,167,427,219,102,275,2371,19798,0,0,36.8954789705466,24751,37.5259839694375,947565,15.8301626074032,"MiSeq",18.5276064835658,36.5381943702095
"miss",8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,67,4,22,12,8,3,0,0,0,0,0,0,0,0,6,0,89,63,66,38,135,466,7739,0,0,37.4837747964683,8721,37.5203297376175,677751,18.9050388055057,"MiSeq",18.5276064835658,36.5381943702095
"miss",9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,7,10,7,0,0,0,0,0,0,0,0,0,2,0,27,22,18,25,39,166,2865,0,0,37.4628304821151,3215,37.6272444507281,480964,21.7493159352844,"MiSeq",18.5276064835658,36.5381943702095
"miss",10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,7,4,1,0,0,0,0,0,0,0,0,0,2,0,10,13,6,3,6,48,808,0,0,36.9967707212056,929,37.596314076919,187470,23.0491606539343,"MiSeq",18.5276064835658,36.5381943702095
"miss",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,46,21,20,0,0,0,0,0,0,0,0,64,44,69,390,1311,1745,1043,244,10446,0,0,0,35.6614102564103,15600,35.8892234305826,947565,17.8348441255276,"MiSeq",18.5276064835658,36.5381943702095
"miss",2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,57,24,20,0,0,0,0,0,0,0,0,52,37,73,436,1443,1908,1152,226,10291,0,0,0,35.5748552002015,15884,35.8199669679653,947565,17.7564913251537,"MiSeq",18.5276064835658,36.5381943702095
"miss",3,8,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,1,210,13,59,46,22,0,0,0,13,0,105,124,42,71,282,460,384,2151,2060,1180,232,11324,0,0,0,35.0299179242785,18885,35.8251771646272,947565,17.0049202174368,"MiSeq",18.5276064835658,36.5381943702095
"miss",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,267,12,91,34,26,0,0,0,0,0,0,0,0,42,64,88,393,1258,1520,1023,207,9533,0,0,0,35.3656593406593,14560,35.8358708901236,947565,18.134476359302,"MiSeq",18.5276064835658,36.5381943702095
"miss",5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,171,6,31,38,14,0,0,0,0,0,0,0,0,66,32,86,417,1254,1644,1093,226,12151,0,0,0,35.7811049210771,17232,35.9791961501322,947565,17.4027332495331,"MiSeq",18.5276064835658,36.5381943702095
"miss",6,8,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,3,181,15,49,40,18,0,0,0,28,0,115,133,55,64,312,487,371,2090,1970,1101,225,9056,0,0,0,34.7638897340717,16433,35.7626368639618,947565,17.608921556577,"MiSeq",18.5276064835658,36.5381943702095
"miss",7,8,0,0,0,0,0,0,0,0,0,0,0,0,149,0,1,2,243,13,68,46,33,8,0,0,36,0,112,138,46,21,224,252,167,427,219,102,275,2371,19798,0,0,36.8954789705466,24751,37.5259839694375,947565,15.8301626074032,"MiSeq",18.5276064835658,36.5381943702095
"miss",8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,67,4,22,12,8,3,0,0,0,0,0,0,0,0,6,0,89,63,66,38,135,466,7739,0,0,37.4837747964683,8721,37.5203297376175,677751,18.9050388055057,"MiSeq",18.5276064835658,36.5381943702095
"miss",9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,7,10,7,0,0,0,0,0,0,0,0,0,2,0,27,22,18,25,39,166,2865,0,0,37.4628304821151,3215,37.6272444507281,480964,21.7493159352844,"MiSeq",18.5276064835658,36.5381943702095
"miss",10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,7,4,1,0,0,0,0,0,0,0,0,0,2,0,10,13,6,3,6,48,808,0,0,36.9967707212056,929,37.596314076919,187470,23.0491606539343,"MiSeq",18.5276064835658,36.5381943702095
"miss",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5797,1386,12414,0,0,0,0,0,0,0,0,0,1032,434,406,1777,430,1150,150,1322,2031,1678,2885,5044,92165,0,0,33.9700770939501,130101,37.4636103851821,159927634,30.8964287754881,"HiSeq2500 High-Output",29.7362411091397,37.5419858896829
"miss",2,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,31950,30552,136493,0,0,0,0,0,0,0,0,0,16590,637,10350,7084,10442,5296,151,1897,3277,1962,4016,5111,103479,0,0,24.4312849071264,369373,37.5077081550522,159927634,26.3645836554746,"HiSeq2500 High-Output",29.7362411091397,37.5419858896829
"miss",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3002,2056,14119,0,0,0,0,0,0,0,1,0,990,269,443,2201,47,1128,85,1178,2133,1432,3032,3787,99853,0,0,34.2698002298241,135756,37.5785710679619,159927634,30.7116447908363,"HiSeq2500 High-Output",29.7362411091397,37.5419858896829
"miss",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,1839,13150,0,0,0,0,0,0,0,0,0,872,417,382,1878,0,992,43,1425,1937,1440,2597,3947,90336,0,0,34.2545865815729,123785,37.5954242029242,159927634,31.1125549125511,"HiSeq2500 High-Output",29.7362411091397,37.5419858896829
"miss",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4835,3108,11498,0,0,0,0,0,0,0,2,1,1060,294,445,1700,163,1189,107,1376,1560,1401,2545,4105,96698,0,0,34.1161052942379,132087,37.5669572214143,159927634,30.8306343579331,"HiSeq2500 High-Output",29.7362411091397,37.5419858896829
"miss",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903,1743,14338,0,0,0,0,0,0,0,1,0,869,237,419,2271,0,1177,42,1099,2377,1583,3464,4911,119483,0,0,34.9281284273043,155917,37.6095400060755,159927634,30.110300423295,"HiSeq2500 High-Output",29.7362411091397,37.5419858896829
"miss",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,684,19836,0,0,0,0,0,0,0,0,3,1019,75,637,1859,112,1190,52,905,2048,1326,3521,3916,116253,0,0,34.3484224435206,155145,37.5438356083573,140020208,29.5545293472109,"HiSeq2500 High-Output",29.7362411091397,37.5419858896829
"miss",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483,357,17109,0,0,0,0,0,0,0,6,0,872,110,624,1420,0,875,35,743,1577,1063,2205,3813,114460,0,0,34.5973455520061,147752,37.56377301985,90778828,27.8845120319618,"HiSeq2500 High-Output",29.7362411091397,37.5419858896829
"miss",9,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3393,0,0,0,0,0,0,0,0,2,190,0,76,165,5,132,0,42,157,105,155,268,3984,0,0,28.4947671075331,8695,37.4484533403285,9023349,30.1609816875064,"HiSeq2500 High-Output",29.7362411091397,37.5419858896829
"miss",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9718,3339,21283,0,0,0,0,0,0,0,3,2,3876,875,2120,5614,2047,5126,457,5926,10613,9028,17930,34139,577170,0,0,36.4063087755511,709266,37.4573586218911,162167097,23.5915360072357,"HiSeq2500 High-Output",23.8653023773003,37.5365073093675
"miss",2,2,0,0,91,0,0,0,0,0,0,0,0,0,0,0,35945,31912,147516,0,0,0,0,0,0,0,11,5,19182,1322,11802,11408,11539,8852,657,6010,11946,9019,18013,29051,645075,0,0,32.3572590748442,999356,37.5019808734691,162167097,22.1024251809189,"HiSeq2500 High-Output",23.8653023773003,37.5365073093675
"miss",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5838,3404,23905,0,0,0,0,0,0,0,9,1,3608,880,1861,7908,208,4897,362,5628,10566,8144,16875,25166,644494,0,0,36.5871393144913,763754,37.5721788372397,162167097,23.2700924456604,"HiSeq2500 High-Output",23.8653023773003,37.5365073093675
