0,0,213936966,0,0
0,213936966,0,0,0
213936966,0,0,0,0
0,0,0,213936966,0
68688151,54633633,2186575,88423082,5525
64323083,35314730,32639265,81659887,1
66184053,41474273,25350488,80928152,0
60996545,40430031,33339181,79171208,1
69779005,33701362,37747567,72708894,138
75024429,32094307,31903621,74914346,263
65621463,36525156,34591089,77199077,181
68305610,38123321,37561341,69946439,255
69382850,38698349,36904241,68951430,96
71975242,42442628,33328103,66190567,426
71222613,37764509,37890572,67058613,659
71144252,33098665,36881511,72811844,694
69242169,39733135,33021023,71939696,943
72091854,38491644,35477101,67875949,418
71618879,33025104,38722113,70570305,565
72030275,34699894,37822608,69383924,265
64311394,37658719,39247680,72718815,358
68495247,34836360,38064242,72540951,166
69259813,43580358,32938281,68158308,206
67907840,37072162,34328964,74627663,337
71129606,38735148,37764751,66306910,551
74523886,34325314,34328139,70759311,316
71693741,38849735,34417642,68974048,1800
73054272,38051434,36861031,65967933,2296
70919152,38574620,36879103,67562614,1477
69606426,35304778,33204650,75819120,1992
70358080,39417617,35946159,68214842,268
69166270,37273626,38616980,68879643,447
74441587,34516773,34060644,70917587,375
75112145,36596681,33297490,68930161,489
70394462,35028796,36071907,72441698,103
74615825,36673443,31746939,70900620,139
70609472,42211629,34819396,66296447,22
73848598,39655524,32897966,67534841,37
74018121,36623124,34994878,68300554,289
72097991,40118496,38435821,63284123,535
74151286,39668580,35848423,64268359,318
71527955,39160603,37675879,65566903,5626
73076786,37457166,36356031,67038103,8880
71524216,40620559,33420268,68365975,5948
75686622,37026424,33427885,67781432,14603
73016639,35823344,39323306,65761502,12175
74733266,35334662,36462667,67398294,8077
68688607,35287638,37225252,72725160,10309
74878217,36337620,36830844,65885423,4862
70692805,37997087,35703061,69535710,8303
69886033,37662452,34817073,71565896,5512
74702409,33727161,34319844,71180268,7284
68162454,41086311,33233023,71454765,413
71625025,33880746,32795576,75635059,560
73237434,32872308,40258503,67568624,97
73211487,41345628,32712532,66667186,133
75013007,38244999,33413450,67265481,29
69871965,37700851,40621824,65742295,31
71149645,36913150,33202962,72671163,46
70206599,41540940,35352931,66836406,90
70724768,37508522,39769599,65933957,120
73677985,36731991,36296473,67230435,82
74073906,34350857,35076013,70436077,113
71823653,37228639,40574337,64310233,104
73970296,34983685,36710576,68272365,44
73268364,36539997,34720171,69408357,77
72753916,34991585,37337756,68853438,271
74178568,39232409,33614259,66911244,486
73227815,38020937,33071350,69616329,535
66576713,36639938,35754390,74965101,824
72095382,39670589,36694504,65475857,634
67002480,39491661,34996753,72445016,1056
76347901,35321067,35612415,66654868,715
71813134,33715481,35433366,72973650,1335
71322069,35988417,36278958,70345821,1701
71760808,35562825,38408371,68202584,2378
70795033,33802221,35528300,73809700,1712
72397813,36767516,36966390,67803483,1764
70514895,39251856,33889970,70276773,3472
71095792,36335211,40593598,65899285,13080
71924565,37011444,40284359,64689623,26975
72831862,37156908,37509538,66405014,33644
70588331,37372937,36950749,68996270,28679
72685231,35772195,34848746,70612075,18719
71137455,36465296,36879313,69450166,4736
73168677,35527513,38166119,67073532,1125
77125043,33291995,35098001,68421237,690
72837543,38755199,36328192,66015719,313
71079651,34204082,40346647,68306586,0
71771677,38851002,35286053,68028234,0
69058505,36306233,40681636,67890592,0
69913501,37390259,38140759,68492437,10
72065302,37408272,37099827,67363544,21
69179053,41640330,34206536,68911037,10
72082775,34965586,39783809,67104775,21
73119634,34576327,37822682,68418307,16
73033584,36924106,37167886,66811389,1
73363930,37057205,33847205,69668623,3
70705291,34562358,39008375,69660941,1
72743127,39225555,35748589,66219693,2
72000622,39433181,35499818,66358330,0
68889944,38952793,35781934,69024715,0
70064491,38649403,38315979,64969542,0
68268774,40247925,34664934,68115425,0
73274023,32013400,37094388,68159955,61
66613413,38451029,37215889,67473159,103
64812997,38048299,35071015,71001148,44
67724685,42787925,32808804,64755886,55
68937980,34205759,32587792,71463345,0
67905638,35689252,36941594,65707645,0
67681021,37771612,31575150,68204259,0
64738820,39987358,35185100,64272953,0
65091832,36549119,32220548,69231287,506
65397701,36066577,34966905,65439354,820
67341845,34576815,34326219,64273049,581
64098443,40068435,34080356,60802294,740
64663845,35963352,33430398,63410746,0
61241577,37614716,35406376,61421277,0
66581452,33500200,32186075,61403198,13
64860246,32739195,31605047,62344590,21
65870571,32362275,33808207,57199407,11
62293450,31421792,31790794,61405269,19
60652592,30318713,31802512,61505899,0
61089935,31242896,30957498,58377810,0
62227342,31298684,30013380,54722728,0
59548828,32280671,29331644,52790044,0
54204499,31353924,28133961,55375376,0
53580919,31285396,25518624,53062052,0
53398616,28959984,25525859,49878957,0
52013158,29355116,25095501,45548831,0
47374509,28655959,24058461,46193840,0
44154846,29337930,26055629,40975357,0
43596178,26910021,23602323,40632751,0
42368151,26679992,19455781,39553302,0
34866657,20229160,15250245,29533719,0
18902439,12321236,9645470,17632683,0
10872576,6048838,5041796,9599483,0
