0,0,249,0,0,0,0,0,0,0,0,0,0,388926,0,0,0,0,0,0,0,0,0,0,0,0,0,135451,0,0,0,0,48051,0,0,0,0,0,94155,0,16649
0,0,107,0,0,0,0,0,0,0,0,0,0,276740,0,0,0,0,0,0,0,0,0,0,0,0,0,49990,0,0,0,0,12168,0,0,0,0,0,38092,0,21779
0,0,115,0,0,0,0,0,0,0,0,0,0,145326,0,0,0,0,0,0,0,0,0,0,0,0,0,30078,0,0,0,0,13025,0,0,0,0,0,37928,0,25577
0,0,491,0,0,0,0,0,0,0,0,0,0,129224,0,0,0,0,0,0,0,0,0,0,0,0,0,25120,0,0,0,0,10417,0,0,0,0,0,30912,0,22112
0,0,194,0,0,0,0,0,0,0,0,0,0,289565,0,0,0,0,0,0,0,0,0,0,0,0,0,143398,0,0,0,0,45293,0,0,0,0,0,92277,0,26563
0,0,872,0,0,0,0,0,0,0,0,0,0,214275,0,0,0,0,0,0,0,0,0,0,0,0,0,39825,0,0,0,0,12546,0,0,0,0,0,44086,0,35112
0,0,6920,0,0,0,0,0,0,0,0,0,0,284803,0,0,0,0,0,0,0,0,0,0,0,0,0,70686,0,0,0,0,27571,0,0,0,0,0,57289,0,39643
0,0,151,0,0,0,0,0,0,0,0,0,0,162445,0,0,0,0,0,0,0,0,0,0,0,0,0,35200,0,0,0,0,17855,0,0,0,0,0,49783,0,45027
0,0,4,0,0,0,0,0,0,0,0,0,0,7447,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,240,0,0,0,0,0,886,0,308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
