,observed,expected,o_minus_e
0,229,217,12
1,229,217,12
2,229,217,12
3,229,217,12
4,229,217,12
5,229,217,12
6,227,220,7
7,227,220,7
8,227,220,7
9,227,220,7
10,227,220,7
11,227,220,7
12,227,220,7
13,227,220,7
14,227,220,7
15,227,220,7
16,227,220,7
17,227,220,7
18,227,220,7
19,227,220,7
20,227,220,7
21,227,220,7
22,227,220,7
23,227,220,7
24,227,220,7
25,227,220,7
26,227,220,7
27,227,220,7
28,227,220,7
29,227,220,7
30,227,220,7
31,227,220,7
32,227,220,7
33,227,220,7
34,227,220,7
35,227,220,7
36,227,220,7
37,227,220,7
38,227,220,7
39,227,220,7
40,227,220,7
41,227,220,7
42,227,220,7
43,227,220,7
44,227,220,7
45,227,220,7
46,227,220,7
47,227,220,7
48,227,220,7
49,227,220,7
50,227,220,7
51,227,220,7
52,227,220,7
53,227,220,7
54,227,220,7
55,227,220,7
56,227,220,7
57,227,220,7
58,227,220,7
59,227,220,7
60,227,220,7
61,227,220,7
62,227,220,7
63,227,220,7
64,227,220,7
65,227,220,7
66,227,220,7
67,227,220,7
68,227,220,7
69,227,220,7
70,227,228,1
71,227,228,1
72,227,228,1
73,227,228,1
74,227,228,1
75,227,228,1
76,227,228,1
77,227,228,1
78,227,228,1
79,227,228,1
80,227,228,1
81,227,228,1
82,227,228,1
83,227,228,1
84,227,228,1
85,227,228,1
86,227,228,1
87,227,228,1
88,227,228,1
89,227,228,1
90,227,228,1
91,227,228,1
92,227,228,1
93,227,228,1
94,227,228,1
95,227,228,1
96,227,228,1
97,227,228,1
98,227,228,1
99,227,228,1
100,227,228,1
101,227,228,1
102,227,228,1
103,227,228,1
104,227,228,1
105,227,228,1
106,227,228,1
107,227,228,1
108,227,228,1
109,227,228,1
110,227,228,1
111,227,228,1
112,227,228,1
113,227,228,1
114,227,228,1
115,227,228,1
116,227,228,1
117,227,228,1
118,227,228,1
119,227,228,1
120,227,228,1
121,227,228,1
122,227,228,1
123,227,228,1
124,227,228,1
125,227,228,1
126,227,228,1
127,227,228,1
128,227,228,1
129,227,228,1
130,227,228,1
131,227,228,1
132,227,228,1
133,227,228,1
134,227,228,1
135,227,228,1
136,227,228,1
137,227,228,1
138,227,228,1
139,227,228,1
140,227,228,1
141,227,228,1
142,230,225,5
143,230,225,5
144,230,225,5
145,230,225,5
146,230,225,5
147,230,225,5
148,230,225,5
149,230,225,5
150,230,225,5
151,230,225,5
152,230,225,5
153,230,225,5
154,230,225,5
155,230,225,5
156,230,225,5
157,230,225,5
158,230,225,5
159,230,225,5
160,230,225,5
161,230,225,5
162,230,225,5
163,230,225,5
164,230,225,5
165,230,225,5
166,230,225,5
167,230,225,5
168,230,225,5
169,230,225,5
170,230,225,5
171,230,225,5
172,230,225,5
173,230,225,5
174,230,225,5
175,230,225,5
176,230,225,5
177,230,225,5
178,230,225,5
179,230,225,5
180,230,225,5
181,230,225,5
182,230,225,5
183,230,225,5
184,230,225,5
185,230,225,5
186,230,225,5
187,230,225,5
188,230,225,5
189,230,225,5
190,230,225,5
191,230,225,5
192,230,225,5
193,230,225,5
194,230,225,5
195,230,225,5
196,230,225,5
197,230,225,5
198,230,225,5
199,230,225,5
200,230,225,5
201,230,225,5
202,230,225,5
203,230,225,5
204,230,225,5
205,230,225,5
206,230,225,5
207,230,225,5
208,230,225,5
209,230,225,5
210,230,225,5
211,230,225,5
212,230,225,5
213,230,225,5
214,230,225,5
215,230,225,5
216,230,225,5
217,230,225,5
218,230,225,5
219,230,225,5
220,230,225,5
221,230,225,5
222,230,225,5
223,230,225,5
224,230,225,5
225,230,225,5
226,230,225,5
227,230,225,5
228,229,213,16
229,229,213,16
230,229,213,16
231,229,228,1
232,229,228,1
233,229,228,1
234,229,228,1
235,229,228,1
236,229,228,1
237,229,228,1
238,229,228,1
239,229,228,1
240,229,228,1
241,229,228,1
242,229,228,1
243,229,228,1
244,229,228,1
245,229,228,1
246,229,228,1
247,229,228,1
248,229,228,1
249,229,228,1
250,229,228,1
251,229,228,1
252,229,228,1
253,229,228,1
254,229,228,1
255,229,228,1
256,229,228,1
257,229,228,1
258,229,228,1
259,229,228,1
260,229,228,1
261,229,228,1
262,229,228,1
263,229,228,1
264,229,228,1
265,229,228,1
266,229,228,1
267,229,228,1
268,229,228,1
269,229,228,1
270,229,228,1
271,229,228,1
272,229,228,1
273,229,228,1
274,229,228,1
275,229,228,1
276,229,228,1
277,229,228,1
278,229,228,1
279,229,228,1
280,229,228,1
281,229,228,1
282,229,228,1
283,229,228,1
284,229,228,1
285,229,228,1
286,229,228,1
287,229,228,1
288,229,228,1
289,229,228,1
290,229,228,1
291,229,228,1
292,229,228,1
293,229,228,1
294,229,228,1
295,229,228,1
296,229,228,1
297,229,228,1
298,229,228,1
299,229,228,1
300,229,228,1
301,229,228,1
302,229,228,1
303,229,228,1
304,229,228,1
305,229,228,1
306,230,222,8
307,230,222,8
308,230,222,8
309,230,222,8
310,230,222,8
311,230,222,8
312,230,222,8
313,230,222,8
314,230,222,8
315,230,222,8
316,230,222,8
317,230,222,8
318,230,222,8
319,230,222,8
320,230,222,8
321,230,222,8
322,230,222,8
323,230,222,8
324,230,222,8
325,230,222,8
326,230,222,8
327,230,222,8
328,230,222,8
329,230,222,8
330,230,222,8
331,230,222,8
332,230,222,8
333,230,222,8
334,230,222,8
335,230,222,8
336,230,222,8
337,230,222,8
338,230,222,8
339,230,222,8
340,230,222,8
341,230,222,8
342,230,222,8
343,230,222,8
344,230,222,8
345,230,222,8
346,230,222,8
347,230,222,8
348,230,222,8
349,230,222,8
350,230,222,8
351,230,222,8
352,230,222,8
353,230,222,8
354,230,222,8
355,230,222,8
356,230,222,8
357,230,222,8
358,230,222,8
359,230,222,8
360,230,222,8
361,228,205,23
362,228,229,1
363,228,229,1
364,228,229,1
365,228,229,1
366,228,229,1
367,228,229,1
368,228,229,1
369,228,229,1
370,228,229,1
371,228,229,1
372,228,229,1
373,228,229,1
374,228,229,1
375,228,229,1
376,228,229,1
377,228,229,1
378,228,229,1
379,228,229,1
380,228,229,1
381,228,229,1
382,228,229,1
383,228,229,1
384,228,229,1
385,228,229,1
386,228,229,1
387,228,229,1
388,228,229,1
389,228,229,1
390,228,229,1
391,228,229,1
392,228,229,1
393,228,229,1
394,228,229,1
395,228,229,1
396,228,229,1
397,228,229,1
398,228,229,1
399,228,229,1
400,228,229,1
401,228,229,1
402,228,229,1
403,228,229,1
404,228,229,1
405,228,229,1
406,228,229,1
407,228,229,1
408,228,229,1
409,228,229,1
410,228,229,1
411,228,229,1
412,228,229,1
413,228,229,1
414,228,229,1
415,228,229,1
416,228,229,1
417,228,229,1
418,228,229,1
419,228,229,1
420,228,229,1
421,228,229,1
422,228,229,1
423,228,229,1
424,228,229,1
425,228,229,1
426,228,229,1
427,228,229,1
428,228,229,1
429,228,229,1
430,228,229,1
431,228,229,1
432,228,229,1
433,228,229,1
434,228,229,1
435,228,229,1
436,228,229,1
437,228,229,1
438,228,229,1
439,228,229,1
440,228,229,1
441,228,229,1
442,228,229,1
443,228,229,1
444,228,229,1
445,228,229,1
446,228,229,1
447,227,212,15
448,227,212,15
449,227,212,15
450,227,212,15
451,227,212,15
452,227,228,1
453,227,228,1
454,227,228,1
455,227,228,1
456,227,228,1
457,227,228,1
458,227,228,1
459,227,228,1
460,227,228,1
461,227,228,1
462,227,228,1
463,227,228,1
464,227,228,1
465,227,228,1
466,227,228,1
467,227,228,1
468,227,228,1
469,227,228,1
470,227,228,1
471,227,228,1
472,227,228,1
473,227,228,1
474,227,228,1
475,227,228,1
476,227,228,1
477,227,228,1
478,227,228,1
479,227,228,1
480,227,228,1
481,227,228,1
482,227,228,1
483,227,228,1
484,227,228,1
485,227,228,1
486,227,228,1
487,227,228,1
488,227,228,1
489,227,228,1
490,227,228,1
491,227,228,1
492,227,228,1
493,227,228,1
494,227,228,1
495,227,228,1
496,227,228,1
497,227,228,1
498,227,228,1
499,227,228,1
500,227,228,1
501,227,228,1
502,227,228,1
503,227,228,1
504,227,228,1
505,227,228,1
506,227,228,1
507,227,228,1
508,227,228,1
509,227,228,1
510,227,228,1
511,227,228,1
512,227,228,1
513,227,228,1
514,227,228,1
515,227,228,1
516,227,228,1
517,227,228,1
518,227,228,1
519,227,228,1
520,227,228,1
521,227,228,1
522,227,228,1
523,227,228,1
524,227,228,1
525,227,228,1
526,227,228,1
527,227,228,1
528,227,228,1
529,227,228,1
530,227,228,1
531,227,228,1
532,227,228,1
533,227,228,1
534,227,228,1
535,227,228,1
536,227,228,1
537,227,228,1
538,227,228,1
539,227,228,1
540,227,228,1
541,227,228,1
542,227,228,1
543,227,228,1
544,227,228,1
545,227,228,1
546,227,228,1
547,227,209,18
548,228,209,19
549,228,209,19
550,228,209,19
551,228,209,19
552,228,213,15
553,228,213,15
554,230,225,5
555,230,225,5
556,230,225,5
557,230,225,5
558,230,225,5
559,230,225,5
560,230,225,5
561,230,225,5
562,230,225,5
563,230,225,5
564,230,225,5
565,230,225,5
566,230,225,5
567,230,225,5
568,230,225,5
569,230,225,5
570,230,225,5
571,230,225,5
572,230,225,5
573,230,225,5
574,230,225,5
575,230,225,5
576,230,225,5
577,230,225,5
578,230,225,5
579,230,225,5
580,230,225,5
581,230,225,5
582,230,225,5
583,230,225,5
584,230,225,5
585,230,225,5
586,230,225,5
587,230,225,5
588,230,225,5
589,230,225,5
590,230,225,5
591,230,225,5
592,230,225,5
593,230,225,5
594,230,225,5
595,230,225,5
596,230,225,5
597,230,225,5
598,230,225,5
599,230,225,5
600,230,225,5
601,230,225,5
602,230,225,5
603,230,225,5
604,230,225,5
605,230,225,5
606,230,225,5
607,230,225,5
608,230,225,5
609,230,225,5
610,230,225,5
611,230,225,5
612,230,225,5
613,230,225,5
614,230,225,5
615,230,225,5
616,230,225,5
617,230,225,5
618,230,225,5
619,230,225,5
620,230,225,5
621,230,225,5
622,230,225,5
623,230,225,5
624,230,225,5
625,230,225,5
626,230,225,5
627,230,225,5
628,230,225,5
629,230,225,5
630,230,225,5
631,230,225,5
632,230,225,5
633,230,168,62
634,227,222,5
635,227,222,5
636,227,222,5
637,227,222,5
638,227,222,5
639,227,222,5
640,227,222,5
641,227,222,5
642,227,222,5
643,227,222,5
644,227,222,5
645,227,222,5
646,227,222,5
647,227,222,5
648,227,222,5
649,227,222,5
650,227,222,5
651,227,222,5
652,227,222,5
653,227,222,5
654,227,222,5
655,227,222,5
656,227,222,5
657,227,222,5
658,227,222,5
659,227,222,5
660,227,222,5
661,227,222,5
662,227,222,5
663,227,222,5
664,227,222,5
665,227,222,5
666,227,222,5
667,227,222,5
668,227,222,5
669,227,222,5
670,227,222,5
671,227,222,5
672,227,222,5
673,227,222,5
674,227,222,5
675,227,222,5
676,227,222,5
677,227,222,5
678,227,222,5
679,227,222,5
680,227,222,5
681,227,222,5
682,227,222,5
683,227,222,5
684,227,222,5
685,227,222,5
686,227,222,5
687,227,222,5
688,227,222,5
689,227,222,5
690,227,222,5
691,227,222,5
692,227,222,5
693,227,222,5
694,227,222,5
695,227,222,5
696,227,222,5
697,227,222,5
698,227,222,5
699,227,222,5
700,227,222,5
701,227,222,5
702,227,222,5
703,227,222,5
704,227,222,5
705,227,222,5
706,227,222,5
707,227,222,5
708,227,222,5
709,228,217,11
710,228,217,11
711,228,217,11
712,228,217,11
713,228,217,11
714,228,217,11
715,228,217,11
716,228,217,11
717,228,217,11
718,228,217,11
719,228,217,11
720,228,217,11
721,228,217,11
722,228,217,11
723,228,217,11
724,228,217,11
725,228,217,11
726,228,217,11
727,228,217,11
728,228,217,11
729,228,217,11
730,228,217,11
731,228,217,11
732,228,217,11
733,228,217,11
734,228,217,11
735,228,217,11
736,228,217,11
737,228,217,11
738,228,217,11
739,228,217,11
740,228,217,11
741,228,217,11
742,228,217,11
743,228,217,11
744,228,217,11
745,228,217,11
746,228,217,11
747,228,217,11
748,228,217,11
749,228,217,11
750,228,217,11
751,228,217,11
752,228,217,11
753,228,217,11
754,228,217,11
755,228,217,11
756,228,217,11
757,228,217,11
758,228,217,11
759,228,217,11
760,228,217,11
761,228,217,11
762,228,217,11
763,228,217,11
764,228,217,11
765,228,217,11
766,228,217,11
767,228,217,11
768,228,217,11
769,228,217,11
770,228,217,11
771,228,217,11
772,230,228,2
773,230,228,2
774,230,228,2
775,230,228,2
776,230,228,2
777,230,228,2
778,230,228,2
779,230,228,2
780,230,228,2
781,230,228,2
782,230,228,2
783,230,228,2
784,230,228,2
785,230,228,2
786,230,228,2
787,230,228,2
788,230,228,2
789,230,228,2
790,230,228,2
791,230,228,2
792,230,228,2
793,230,228,2
794,230,228,2
795,230,228,2
796,230,228,2
797,230,228,2
798,230,228,2
799,230,228,2
800,230,228,2
801,230,228,2
802,230,228,2
803,230,228,2
804,230,228,2
805,230,228,2
806,230,228,2
807,230,228,2
808,230,228,2
809,230,228,2
810,230,228,2
811,230,228,2
812,230,228,2
813,230,228,2
814,230,228,2
815,230,228,2
816,230,228,2
817,230,228,2
818,230,228,2
819,230,228,2
820,230,228,2
821,230,228,2
822,230,228,2
823,230,228,2
824,230,228,2
825,230,228,2
826,230,228,2
827,230,228,2
828,230,228,2
829,230,228,2
830,230,228,2
831,230,228,2
832,230,228,2
833,230,228,2
834,230,228,2
835,230,228,2
836,230,228,2
837,230,228,2
838,230,228,2
839,230,228,2
840,230,228,2
841,230,228,2
842,230,228,2
843,230,228,2
844,230,228,2
845,230,228,2
846,230,228,2
847,230,228,2
848,230,228,2
849,230,228,2
850,230,228,2
851,230,228,2
852,230,228,2
853,230,228,2
854,230,228,2
855,230,228,2
856,230,228,2
857,230,228,2
858,230,228,2
859,230,228,2
860,230,228,2
861,230,228,2
862,230,228,2
863,230,228,2
864,230,228,2
865,230,228,2
866,230,228,2
867,230,228,2
868,230,228,2
869,230,228,2
870,230,228,2
871,227,224,3
872,227,224,3
873,227,224,3
874,227,224,3
875,227,224,3
876,227,224,3
877,227,224,3
878,227,224,3
879,227,224,3
880,227,224,3
881,227,224,3
882,227,224,3
883,227,224,3
884,227,224,3
885,227,224,3
886,227,224,3
887,227,224,3
888,227,224,3
889,227,224,3
890,227,224,3
891,227,224,3
892,227,224,3
893,227,224,3
894,227,224,3
895,227,224,3
896,227,224,3
897,227,224,3
898,227,224,3
899,227,224,3
900,227,224,3
901,227,224,3
902,227,224,3
903,227,224,3
904,227,224,3
905,227,224,3
906,227,224,3
907,227,224,3
908,227,224,3
909,227,224,3
910,227,224,3
911,227,224,3
912,227,224,3
913,227,224,3
914,227,224,3
915,227,224,3
916,227,224,3
917,227,224,3
918,227,224,3
919,227,224,3
920,227,224,3
921,227,224,3
922,227,224,3
923,227,224,3
924,228,212,16
925,228,212,16
926,229,193,36
927,229,214,15
928,230,211,19
929,230,211,19
930,230,211,19
931,230,227,3
932,230,227,3
933,230,227,3
934,230,227,3
935,230,227,3
936,230,227,3
937,230,227,3
938,230,227,3
939,230,227,3
940,230,227,3
941,230,227,3
942,230,227,3
943,230,227,3
944,230,227,3
945,230,227,3
946,230,227,3
947,230,227,3
948,230,227,3
949,230,227,3
950,230,227,3
951,230,227,3
952,230,227,3
953,230,227,3
954,230,227,3
955,230,227,3
956,230,227,3
957,230,227,3
958,230,227,3
959,230,227,3
960,230,227,3
961,230,227,3
962,230,227,3
963,230,227,3
964,230,227,3
965,230,227,3
966,230,227,3
967,230,227,3
968,230,227,3
969,230,227,3
970,230,227,3
971,230,227,3
972,230,227,3
973,230,227,3
974,230,227,3
975,230,227,3
976,230,227,3
977,230,227,3
978,230,227,3
979,230,227,3
980,230,227,3
981,230,227,3
982,230,227,3
983,230,227,3
984,230,227,3
985,229,216,13
986,229,216,13
987,229,216,13
988,228,186,42
989,228,210,18
990,228,210,18
991,227,220,7
992,227,220,7
993,227,220,7
994,227,220,7
995,227,220,7
996,227,220,7
997,227,220,7
998,227,220,7
999,227,220,7
1000,227,220,7
1001,227,220,7
1002,227,220,7
1003,227,220,7
1004,227,220,7
1005,227,220,7
1006,227,220,7
1007,227,220,7
1008,227,220,7
1009,227,220,7
1010,227,220,7
1011,227,220,7
1012,227,220,7
1013,227,220,7
1014,227,220,7
1015,227,220,7
1016,227,220,7
1017,227,220,7
1018,227,220,7
1019,227,220,7
1020,227,220,7
1021,227,220,7
1022,227,220,7
1023,227,220,7
1024,227,220,7
1025,227,220,7
1026,227,220,7
1027,227,220,7
1028,227,220,7
1029,227,220,7
1030,227,220,7
1031,227,220,7
1032,227,220,7
1033,227,220,7
1034,227,220,7
1035,227,220,7
1036,227,220,7
1037,227,220,7
1038,227,220,7
1039,227,220,7
1040,227,220,7
1041,227,220,7
1042,227,220,7
1043,227,220,7
1044,227,220,7
1045,227,220,7
1046,227,220,7
1047,227,220,7
1048,227,220,7
1049,227,220,7
1050,227,220,7
1051,227,210,17
1052,228,212,16
1053,228,212,16
1054,228,212,16
1055,228,210,18
1056,227,209,18
1057,227,209,18
1058,227,214,13
1059,227,214,13
1060,227,214,13
1061,227,217,10
1062,227,217,10
1063,227,217,10
1064,227,217,10
1065,227,217,10
1066,227,217,10
1067,227,217,10
1068,227,217,10
1069,227,217,10
1070,227,217,10
1071,227,217,10
1072,227,217,10
1073,227,217,10
1074,227,217,10
1075,227,217,10
1076,227,217,10
1077,227,217,10
1078,227,217,10
1079,227,217,10
1080,227,217,10
1081,227,217,10
1082,227,217,10
1083,227,217,10
1084,227,217,10
1085,227,217,10
1086,227,217,10
1087,227,217,10
1088,227,217,10
1089,227,217,10
1090,227,217,10
1091,227,217,10
1092,227,217,10
1093,227,217,10
1094,227,217,10
1095,227,217,10
1096,227,217,10
1097,227,217,10
1098,227,217,10
1099,227,217,10
1100,227,217,10
1101,227,217,10
1102,227,217,10
1103,227,217,10
1104,227,217,10
1105,227,217,10
1106,227,217,10
1107,227,217,10
1108,227,217,10
1109,227,217,10
1110,227,217,10
1111,227,217,10
1112,227,217,10
1113,227,217,10
1114,227,217,10
1115,227,217,10
1116,227,217,10
1117,227,217,10
1118,227,217,10
1119,227,217,10
1120,227,217,10
1121,227,217,10
1122,227,217,10
1123,227,217,10
1124,227,217,10
1125,227,217,10
1126,227,217,10
1127,227,217,10
1128,227,217,10
1129,227,217,10
1130,227,217,10
1131,227,217,10
1132,227,217,10
1133,227,217,10
1134,230,214,16
1135,230,214,16
1136,229,211,18
1137,228,211,17
1138,230,220,10
1139,230,220,10
1140,230,220,10
1141,230,220,10
1142,230,220,10
1143,230,220,10
1144,230,220,10
1145,230,220,10
1146,230,220,10
1147,230,220,10
1148,230,220,10
1149,230,220,10
1150,230,220,10
1151,230,220,10
1152,230,220,10
1153,230,220,10
1154,230,220,10
1155,230,220,10
1156,230,220,10
1157,230,220,10
1158,230,220,10
1159,230,220,10
1160,230,220,10
1161,230,220,10
1162,230,220,10
1163,230,220,10
1164,230,220,10
1165,230,220,10
1166,230,220,10
1167,230,220,10
1168,230,220,10
1169,230,220,10
1170,230,220,10
1171,230,220,10
1172,230,220,10
1173,230,220,10
1174,230,220,10
1175,230,220,10
1176,230,220,10
1177,230,220,10
1178,230,220,10
1179,230,220,10
1180,230,220,10
1181,230,220,10
1182,230,220,10
1183,230,220,10
1184,230,220,10
1185,230,220,10
1186,230,220,10
1187,230,220,10
1188,230,220,10
1189,230,220,10
1190,230,220,10
1191,230,220,10
1192,230,220,10
1193,230,220,10
1194,230,220,10
1195,230,220,10
1196,230,220,10
1197,230,220,10
1198,230,220,10
1199,230,220,10
1200,230,220,10
1201,230,220,10
1202,230,220,10
1203,230,220,10
1204,230,220,10
1205,230,220,10
1206,230,220,10
1207,230,220,10
1208,230,220,10
1209,230,220,10
1210,230,220,10
1211,230,220,10
1212,230,220,10
1213,230,220,10
1214,230,220,10
1215,230,220,10
1216,230,220,10
1217,230,220,10
1218,230,227,3
1219,230,227,3
1220,230,227,3
1221,230,227,3
1222,230,227,3
1223,230,227,3
1224,230,227,3
1225,230,227,3
1226,230,227,3
1227,230,227,3
1228,230,227,3
1229,230,227,3
1230,230,227,3
1231,230,227,3
1232,230,227,3
1233,230,227,3
1234,230,227,3
1235,230,227,3
1236,230,227,3
1237,230,227,3
1238,230,227,3
1239,230,227,3
1240,230,227,3
1241,230,227,3
1242,230,227,3
1243,230,227,3
1244,230,227,3
1245,230,227,3
1246,230,227,3
1247,230,227,3
1248,230,227,3
1249,230,227,3
1250,230,227,3
1251,230,227,3
1252,230,227,3
1253,230,227,3
1254,230,227,3
1255,230,227,3
1256,230,227,3
1257,230,227,3
1258,230,227,3
1259,230,227,3
1260,230,227,3
1261,230,227,3
1262,230,227,3
1263,230,227,3
1264,230,227,3
1265,230,227,3
1266,230,227,3
1267,230,227,3
1268,230,227,3
1269,230,227,3
1270,230,227,3
1271,230,227,3
1272,230,227,3
1273,230,227,3
1274,230,227,3
1275,230,227,3
1276,230,227,3
1277,230,227,3
1278,230,227,3
1279,230,227,3
1280,230,227,3
1281,230,227,3
1282,230,227,3
1283,230,227,3
1284,230,227,3
1285,230,227,3
1286,230,227,3
1287,230,227,3
1288,230,227,3
1289,230,227,3
1290,230,227,3
1291,230,227,3
1292,230,227,3
1293,230,227,3
1294,230,227,3
1295,230,227,3
1296,230,227,3
1297,230,227,3
1298,230,227,3
1299,230,227,3
1300,230,227,3
1301,230,227,3
1302,230,227,3
1303,230,227,3
1304,229,220,9
1305,229,220,9
1306,229,220,9
1307,229,220,9
1308,229,220,9
1309,229,220,9
1310,229,220,9
1311,229,220,9
1312,229,220,9
1313,229,220,9
1314,229,220,9
1315,229,220,9
1316,229,220,9
1317,229,220,9
1318,229,220,9
1319,229,220,9
1320,229,220,9
1321,229,220,9
1322,229,220,9
1323,229,220,9
1324,229,220,9
1325,229,220,9
1326,229,220,9
1327,229,220,9
1328,229,220,9
1329,229,220,9
1330,229,220,9
1331,229,220,9
1332,229,220,9
1333,229,220,9
1334,229,220,9
1335,229,220,9
1336,229,220,9
1337,229,220,9
1338,229,220,9
1339,229,220,9
1340,229,220,9
1341,229,220,9
1342,229,220,9
1343,229,220,9
1344,229,220,9
1345,229,220,9
1346,229,220,9
1347,229,220,9
1348,229,220,9
1349,229,220,9
1350,229,220,9
1351,229,220,9
1352,229,220,9
1353,229,220,9
1354,229,220,9
1355,229,220,9
1356,229,220,9
1357,229,220,9
1358,229,220,9
1359,229,220,9
1360,229,220,9
1361,229,220,9
1362,229,220,9
1363,229,220,9
1364,229,220,9
1365,229,220,9
1366,229,220,9
1367,229,220,9
1368,229,220,9
1369,229,212,17
1370,229,212,17
1371,229,212,17
1372,227,229,2
1373,227,229,2
1374,227,229,2
1375,227,229,2
1376,227,229,2
1377,227,229,2
1378,227,229,2
1379,227,229,2
1380,227,229,2
1381,227,229,2
1382,227,229,2
1383,227,229,2
1384,227,229,2
1385,227,229,2
1386,227,229,2
1387,227,229,2
1388,227,229,2
1389,227,229,2
1390,227,229,2
1391,227,229,2
1392,227,229,2
1393,227,229,2
1394,227,229,2
1395,227,229,2
1396,227,229,2
1397,227,229,2
1398,227,229,2
1399,227,229,2
1400,227,229,2
1401,227,229,2
1402,227,229,2
1403,227,229,2
1404,227,229,2
1405,227,229,2
1406,227,229,2
1407,227,229,2
1408,227,229,2
1409,227,229,2
1410,227,229,2
1411,227,229,2
1412,227,229,2
1413,227,229,2
1414,227,229,2
1415,227,229,2
1416,227,229,2
1417,227,229,2
1418,227,229,2
1419,227,229,2
1420,227,229,2
1421,227,229,2
1422,227,229,2
1423,227,229,2
1424,227,229,2
1425,227,229,2
1426,227,229,2
1427,227,229,2
1428,227,229,2
1429,227,229,2
1430,227,229,2
1431,227,229,2
1432,227,229,2
1433,227,229,2
1434,227,229,2
1435,227,229,2
1436,227,229,2
1437,227,229,2
1438,227,229,2
1439,227,229,2
1440,227,229,2
1441,228,217,11
1442,228,217,11
1443,228,217,11
1444,228,217,11
1445,228,217,11
1446,228,217,11
1447,228,217,11
1448,228,217,11
1449,228,217,11
1450,228,217,11
1451,228,217,11
1452,228,217,11
1453,228,217,11
1454,228,217,11
1455,228,217,11
1456,228,217,11
1457,228,217,11
1458,228,217,11
1459,228,217,11
1460,228,217,11
1461,228,217,11
1462,228,217,11
1463,228,217,11
1464,228,217,11
1465,228,217,11
1466,228,217,11
1467,228,217,11
1468,228,217,11
1469,228,217,11
1470,228,217,11
1471,228,217,11
1472,228,217,11
1473,228,217,11
1474,228,217,11
1475,228,217,11
1476,228,217,11
1477,228,217,11
1478,228,217,11
1479,228,217,11
1480,228,217,11
1481,228,217,11
1482,228,217,11
1483,228,217,11
1484,228,217,11
1485,228,217,11
1486,228,217,11
1487,228,217,11
1488,228,217,11
1489,228,217,11
1490,228,217,11
1491,228,217,11
1492,228,217,11
1493,228,217,11
1494,228,217,11
1495,228,217,11
1496,228,217,11
1497,228,217,11
1498,228,217,11
1499,228,217,11
1500,228,217,11
1501,228,217,11
1502,228,217,11
1503,228,217,11
1504,228,217,11
1505,228,217,11
1506,227,219,8
1507,227,219,8
1508,227,219,8
1509,227,219,8
1510,227,219,8
1511,227,219,8
1512,227,219,8
1513,227,219,8
1514,227,219,8
1515,227,219,8
1516,227,219,8
1517,227,219,8
1518,227,219,8
1519,227,219,8
1520,227,219,8
1521,227,219,8
1522,227,219,8
1523,227,219,8
1524,227,219,8
1525,227,219,8
1526,227,219,8
1527,227,219,8
1528,227,219,8
1529,227,219,8
1530,227,219,8
1531,227,219,8
1532,227,219,8
1533,227,219,8
1534,227,219,8
1535,227,219,8
1536,227,219,8
1537,227,219,8
1538,227,219,8
1539,227,219,8
1540,227,219,8
1541,227,219,8
1542,227,219,8
1543,227,219,8
1544,227,219,8
1545,227,219,8
1546,227,219,8
1547,227,219,8
1548,227,219,8
1549,227,219,8
1550,227,219,8
1551,227,219,8
1552,227,219,8
1553,227,219,8
1554,227,228,1
1555,227,228,1
1556,227,228,1
1557,227,228,1
1558,227,228,1
1559,227,228,1
1560,227,228,1
1561,227,228,1
1562,227,228,1
1563,227,228,1
1564,227,228,1
1565,227,228,1
1566,227,228,1
1567,227,228,1
1568,227,228,1
1569,227,228,1
1570,227,228,1
1571,227,228,1
1572,227,228,1
1573,227,228,1
1574,227,228,1
1575,227,228,1
1576,227,228,1
1577,227,228,1
1578,227,228,1
1579,227,228,1
1580,227,228,1
1581,227,228,1
1582,227,228,1
1583,227,228,1
1584,227,228,1
1585,227,228,1
1586,227,228,1
1587,227,228,1
1588,227,228,1
1589,227,228,1
1590,227,228,1
1591,227,228,1
1592,227,228,1
1593,227,228,1
1594,227,228,1
1595,227,228,1
1596,227,228,1
1597,227,228,1
1598,227,228,1
1599,227,228,1
1600,227,228,1
1601,227,228,1
1602,227,228,1
1603,227,228,1
1604,227,228,1
1605,227,228,1
1606,227,228,1
1607,227,228,1
1608,227,228,1
1609,227,228,1
1610,227,228,1
1611,227,228,1
1612,227,228,1
1613,227,228,1
1614,227,228,1
1615,227,228,1
1616,227,228,1
1617,227,228,1
1618,227,228,1
1619,227,228,1
1620,227,228,1
1621,227,228,1
1622,227,228,1
1623,227,228,1
1624,227,228,1
1625,227,228,1
1626,227,228,1
1627,227,222,5
1628,227,222,5
1629,227,222,5
1630,227,222,5
1631,227,222,5
1632,227,222,5
1633,227,222,5
1634,227,222,5
1635,227,222,5
1636,227,222,5
1637,227,222,5
1638,227,222,5
1639,227,222,5
1640,227,222,5
1641,227,222,5
1642,227,222,5
1643,227,222,5
1644,227,222,5
1645,227,222,5
1646,227,222,5
1647,227,222,5
1648,227,222,5
1649,227,222,5
1650,227,222,5
1651,227,222,5
1652,227,222,5
1653,227,222,5
1654,227,222,5
1655,227,222,5
1656,227,222,5
1657,227,222,5
1658,227,222,5
1659,227,222,5
1660,227,222,5
1661,227,222,5
1662,227,222,5
1663,227,222,5
1664,227,222,5
