id,dataset,tool1,tool2,read,unique,total,percent_unique,old_group,group,subgroup,label,percent_compression,percent_sampled,total_reads,percent_unique_sample1,percent_unique_sample2,percent_unique_sample3,sample_mean,sample_sd,change_percent_compression,rm_motif_unique,rm_motif_percent_compression,
1,miseq,subsampling,,R1,38385,41763,91.91,subsampling,subsampling,1,,8.09,5,835261,,,,,,,,,
2,miseq,subsampling,,R1,38438,41763,92.04,subsampling,subsampling,2,,7.96,5,835261,,,,,,,,,
3,miseq,subsampling,,R1,38422,41763,92.00,subsampling,subsampling,3,,8.00,5,835261,,,,,,,,,
4,miseq,subsampling,,R1,74532,83526,89.23,subsampling,subsampling,1,,10.77,10,835261,,,,,,,,,
5,miseq,subsampling,,R1,74567,83526,89.27,subsampling,subsampling,2,,10.73,10,835261,,,,,,,,,
6,miseq,subsampling,,R1,74606,83526,89.32,subsampling,subsampling,3,,10.68,10,835261,,,,,,,,,
7,miseq,subsampling,,R1,109274,125289,87.22,subsampling,subsampling,1,,12.78,15,835261,,,,,,,,,
8,miseq,subsampling,,R1,109186,125289,87.15,subsampling,subsampling,2,,12.85,15,835261,,,,,,,,,
9,miseq,subsampling,,R1,109437,125289,87.35,subsampling,subsampling,3,,12.65,15,835261,,,,,,,,,
10,miseq,subsampling,,R1,143020,167052,85.61,subsampling,subsampling,1,,14.39,20,835261,,,,,,,,,
11,miseq,subsampling,,R1,143035,167052,85.62,subsampling,subsampling,2,,14.38,20,835261,,,,,,,,,
12,miseq,subsampling,,R1,143027,167052,85.62,subsampling,subsampling,3,,14.38,20,835261,,,,,,,,,
13,miseq,subsampling,,R1,175615,208815,84.10,subsampling,subsampling,1,,15.90,25,835261,,,,,,,,,
14,miseq,subsampling,,R1,175845,208815,84.21,subsampling,subsampling,2,,15.79,25,835261,,,,,,,,,
15,miseq,subsampling,,R1,175845,208815,84.21,subsampling,subsampling,3,,15.79,25,835261,,,,,,,,,
16,miseq,subsampling,,R1,208105,250578,83.05,subsampling,subsampling,1,,16.95,30,835261,,,,,,,,,
17,miseq,subsampling,,R1,207872,250578,82.96,subsampling,subsampling,2,,17.04,30,835261,,,,,,,,,
18,miseq,subsampling,,R1,207966,250578,82.99,subsampling,subsampling,3,,17.01,30,835261,,,,,,,,,
19,miseq,subsampling,,R1,239453,292341,81.91,subsampling,subsampling,1,,18.09,35,835261,,,,,,,,,
20,miseq,subsampling,,R1,239382,292341,81.88,subsampling,subsampling,2,,18.12,35,835261,,,,,,,,,
21,miseq,subsampling,,R1,239274,292341,81.85,subsampling,subsampling,3,,18.15,35,835261,,,,,,,,,
22,miseq,subsampling,,R1,270459,334104,80.95,subsampling,subsampling,1,,19.05,40,835261,,,,,,,,,
23,miseq,subsampling,,R1,269977,334104,80.81,subsampling,subsampling,2,,19.19,40,835261,,,,,,,,,
24,miseq,subsampling,,R1,270107,334104,80.85,subsampling,subsampling,3,,19.15,40,835261,,,,,,,,,
25,miseq,subsampling,,R1,300678,375867,80.00,subsampling,subsampling,1,,20.00,45,835261,,,,,,,,,
26,miseq,subsampling,,R1,300757,375867,80.02,subsampling,subsampling,2,,19.98,45,835261,,,,,,,,,
27,miseq,subsampling,,R1,300545,375867,79.96,subsampling,subsampling,3,,20.04,45,835261,,,,,,,,,
28,miseq,subsampling,,R1,330632,417630,79.17,subsampling,subsampling,1,,20.83,50,835261,,,,,,,,,
29,miseq,subsampling,,R1,330341,417630,79.10,subsampling,subsampling,2,,20.90,50,835261,,,,,,,,,
30,miseq,subsampling,,R1,330180,417630,79.06,subsampling,subsampling,3,,20.94,50,835261,,,,,,,,,
31,miseq,subsampling,,R1,359638,459393,78.29,subsampling,subsampling,1,,21.71,55,835261,,,,,,,,,
32,miseq,subsampling,,R1,360188,459393,78.41,subsampling,subsampling,2,,21.59,55,835261,,,,,,,,,
33,miseq,subsampling,,R1,359690,459393,78.30,subsampling,subsampling,3,,21.70,55,835261,,,,,,,,,
34,miseq,subsampling,,R1,389573,501156,77.73,subsampling,subsampling,1,,22.27,60,835261,,,,,,,,,
35,miseq,subsampling,,R1,389524,501156,77.73,subsampling,subsampling,2,,22.27,60,835261,,,,,,,,,
36,miseq,subsampling,,R1,389189,501156,77.66,subsampling,subsampling,3,,22.34,60,835261,,,,,,,,,
37,miseq,subsampling,,R1,418259,542919,77.04,subsampling,subsampling,1,,22.96,65,835261,,,,,,,,,
38,miseq,subsampling,,R1,418292,542919,77.05,subsampling,subsampling,2,,22.95,65,835261,,,,,,,,,
39,miseq,subsampling,,R1,417971,542919,76.99,subsampling,subsampling,3,,23.01,65,835261,,,,,,,,,
40,miseq,subsampling,,R1,446676,584682,76.40,subsampling,subsampling,1,,23.60,70,835261,,,,,,,,,
41,miseq,subsampling,,R1,446627,584682,76.39,subsampling,subsampling,2,,23.61,70,835261,,,,,,,,,
42,miseq,subsampling,,R1,446484,584682,76.36,subsampling,subsampling,3,,23.64,70,835261,,,,,,,,,
43,miseq,subsampling,,R1,474955,626445,75.82,subsampling,subsampling,1,,24.18,75,835261,,,,,,,,,
44,miseq,subsampling,,R1,475014,626445,75.83,subsampling,subsampling,2,,24.17,75,835261,,,,,,,,,
45,miseq,subsampling,,R1,475197,626445,75.86,subsampling,subsampling,3,,24.14,75,835261,,,,,,,,,
46,miseq,subsampling,,R1,503020,668208,75.28,subsampling,subsampling,1,,24.72,80,835261,,,,,,,,,
47,miseq,subsampling,,R1,502841,668208,75.25,subsampling,subsampling,2,,24.75,80,835261,,,,,,,,,
48,miseq,subsampling,,R1,502953,668208,75.27,subsampling,subsampling,3,,24.73,80,835261,,,,,,,,,
49,miseq,subsampling,,R1,530834,709971,74.77,subsampling,subsampling,1,,25.23,85,835261,,,,,,,,,
50,miseq,subsampling,,R1,530953,709971,74.79,subsampling,subsampling,2,,25.21,85,835261,,,,,,,,,
51,miseq,subsampling,,R1,530728,709971,74.75,subsampling,subsampling,3,,25.25,85,835261,,,,,,,,,
52,miseq,subsampling,,R1,558482,751734,74.29,subsampling,subsampling,1,,25.71,90,835261,,,,,,,,,
53,miseq,subsampling,,R1,558337,751734,74.27,subsampling,subsampling,2,,25.73,90,835261,,,,,,,,,
54,miseq,subsampling,,R1,558490,751734,74.29,subsampling,subsampling,3,,25.71,90,835261,,,,,,,,,
55,miseq,subsampling,,R1,585634,793497,73.80,subsampling,subsampling,1,,26.20,95,835261,,,,,,,,,
56,miseq,subsampling,,R1,585605,793497,73.80,subsampling,subsampling,2,,26.20,95,835261,,,,,,,,,
57,miseq,subsampling,,R1,585610,793497,73.80,subsampling,subsampling,3,,26.20,95,835261,,,,,,,,,
58,miseq,,,R1,612851,835261,73.37,subsampling,subsampling,raw,,26.63,100,835261,,,,,,,,,
59,miseq,pass,,R1,552638,772195,71.57,motif,pass motif,rotifer_uniq,,28.43,92,835261,571900,571782,571739,571807,68.0636956583072,2.48240405597032,,,
60,miseq,fail,,R1,60213,63066,95.48,no_motif,fail motif,rotifer_uniq,,4.52,8,835261,57033,57017,57020,57023.3333333333,6.94422221866655,-5.05766445734098,60132,4.65226905146989,-4.92922758168691
61,miseq,pass,,R1,612850,835260,73.37,pass,pass q30,q30p10_krill,p10,26.63,100,835261,612850,612850,612850,612850,0,0,,,
62,miseq,fail,,R1,1,1,100.00,fail,fail q30,q30p10_krill,p10,0.00,0,835261,1,1,1,1,0,0,,,
63,miseq,pass,pass,R1,552706,772263,71.57,pass_motif,pass q30 pass motif,q30p10_krill_rotifer,,28.43,92,835261,571738,571897,571894,571843,74.2563128629479,2.47804180700098,,,
64,miseq,pass,fail,R1,60144,62997,95.47,pass_no_motif,pass q30 fail motif,q30p10_krill_rotifer,,4.53,8,835261,56961,56865,57002,56942.6666666667,57.412735714493,-5.08172346831331,,,
65,miseq,fail,pass,R1,0,0,,fail_motif,fail q30 pass motif,q30p10_krill_rotifer,,,0,835261,0,0,0,0,0,,,,
66,miseq,fail,fail,R1,1,1,100.00,fail_no_motif,fail q30 fail motif,q30p10_krill_rotifer,,0.00,0,835261,1,1,1,1,0,0,,,
67,miseq,pass,,R1,612732,835142,73.37,pass,pass q30,q30p20_krill,p20,26.63,100,835261,612784,612776,612774,612778,4.32049379893857,0.005508045338398,,,
68,miseq,fail,,R1,119,119,100.00,fail,fail q30,q30p20_krill,p20,0.00,0,835261,118,119,119,118.666666666667,0.471404520791032,-0.280112044817923,,,
69,miseq,pass,pass,R1,552607,772164,71.57,pass_motif,pass q30 pass motif,q30p20_krill_rotifer,,28.43,92,835261,572031,571579,572013,571874.333333333,208.961453117289,2.49523848992356,,,
70,miseq,pass,fail,R1,60125,62978,95.47,pass_no_motif,pass q30 fail motif,q30p20_krill_rotifer,,4.53,8,835261,56935,57112,56966,57004.3333333333,77.1765652398591,-4.95516953010046,,,
71,miseq,fail,pass,R1,99,99,100.00,fail_motif,fail q30 pass motif,q30p20_krill_rotifer,,0.00,0,835261,98,99,98,98.3333333333333,0.471404520791032,-0.673400673400678,,,
72,miseq,fail,fail,R1,20,20,100.00,fail_no_motif,fail q30 fail motif,q30p20_krill_rotifer,,0.00,0,835261,20,20,20,20,0,0,,,
73,miseq,pass,,R1,611645,834054,73.33,pass,pass q30,q30p30_krill,p30,26.67,100,835261,612073,612094,612076,612081,9.2736184954957,0.052274792759222,,,
74,miseq,fail,,R1,1207,1207,100.00,fail,fail q30,q30p30_krill,p30,0.00,0,835261,1180,1178,1186,1181.33333333333,3.39934634239519,-2.12648439657554,,,
75,miseq,pass,pass,R1,551630,771186,71.53,pass_motif,pass q30 pass motif,q30p30_krill_rotifer,,28.47,92,835261,571308,571171,571072,571183.666666667,96.7620219346872,2.53553185180574,,,
76,miseq,pass,fail,R1,60015,62868,95.46,pass_no_motif,pass q30 fail motif,q30p30_krill_rotifer,,4.54,8,835261,56949,56900,56940,56929.6666666667,21.2968437932844,-4.90763716570169,,,
77,miseq,fail,pass,R1,1077,1077,100.00,fail_motif,fail q30 pass motif,q30p30_krill_rotifer,,0.00,0,835261,1050,1055,1042,1049,5.35412613473634,-2.59981429897864,,,
78,miseq,fail,fail,R1,130,130,100.00,fail_no_motif,fail q30 fail motif,q30p30_krill_rotifer,,0.00,0,835261,128,128,128,128,0,-1.53846153846154,,,
79,miseq,pass,,R1,608226,830632,73.22,pass,pass q30,q30p40_krill,p40,26.78,99,835261,609821,609802,609846,609823,18.0185090023194,0.192263240520471,,,
80,miseq,fail,,R1,4629,4629,100.00,fail,fail q30,q30p40_krill,p40,0.00,1,835261,4477,4455,4479,4470.33333333333,10.8730042868667,-3.42766616259812,,,
81,miseq,pass,pass,R1,548577,768130,71.42,pass_motif,pass q30 pass motif,q30p40_krill_rotifer,,28.58,92,835261,569097,569023,569200,569106.666666667,72.5825200872925,2.67268127356914,,,
82,miseq,pass,fail,R1,59649,62502,95.44,pass_no_motif,pass q30 fail motif,q30p40_krill_rotifer,,4.56,7,835261,56614,56555,56464,56544.3333333333,61.6999909958574,-4.96730771281985,,,
83,miseq,fail,pass,R1,4133,4133,100.00,fail_motif,fail q30 pass motif,q30p40_krill_rotifer,,0.00,0,835261,3986,3973,3978,3979,5.35412613473634,-3.7261069441084,,,
84,miseq,fail,fail,R1,496,496,100.00,fail_no_motif,fail q30 fail motif,q30p40_krill_rotifer,,0.00,0,835261,486,482,488,485.333333333333,2.49443825784929,-2.15053763440861,,,
85,miseq,pass,,R1,601471,823819,73.01,pass,pass q30,q30p50_krill,p50,26.99,99,835261,605361,605449,605399,605403,36.0370180046389,0.477289307481376,,,
86,miseq,fail,,R1,11442,11442,100.00,fail,fail q30,q30p50_krill,p50,0.00,1,835261,10879,10846,10877,10867.3333333333,15.1070255914995,-5.02243197576181,,,
87,miseq,pass,pass,R1,542456,761953,71.19,pass_motif,pass q30 pass motif,q30p50_krill_rotifer,,28.81,91,835261,564958,565183,564981,565040.666666667,101.081924969579,2.96404983859459,,,
88,miseq,pass,fail,R1,59015,61866,95.39,pass_no_motif,pass q30 fail motif,q30p50_krill_rotifer,,4.61,7,835261,55990,56016,56106,56037.3333333333,49.7013301856421,-4.8130906583045,,,
89,miseq,fail,pass,R1,10310,10310,100.00,fail_motif,fail q30 pass motif,q30p50_krill_rotifer,,0.00,1,835261,9821,9843,9828,9830.66666666667,9.17726659862414,-4.64920788878113,,,
90,miseq,fail,fail,R1,1132,1132,100.00,fail_no_motif,fail q30 fail motif,q30p50_krill_rotifer,,0.00,0,835261,1108,1112,1102,1107.33333333333,4.10960933531265,-2.17903415783275,,,
91,miseq,pass,,R1,590621,812766,72.67,pass,pass q30,q30p60_krill,p60,27.33,97,835261,598166,598329,598274,598256.333333333,67.7068845998856,0.93942577978574,,,
92,miseq,fail,,R1,22477,22495,99.92,fail,fail q30,q30p60_krill,p60,0.08,3,835261,21082,21094,21095,21090.3333333333,5.90668171555645,-6.16433281469957,,,
93,miseq,pass,pass,R1,532509,751808,70.83,pass_motif,pass q30 pass motif,q30p60_krill_rotifer,,29.17,90,835261,558345,558452,558094,558297,150.042216281507,3.43013109730144,,,
94,miseq,pass,fail,R1,58112,60958,95.33,pass_no_motif,pass q30 fail motif,q30p60_krill_rotifer,,4.67,7,835261,55226,55176,55252,55218,31.5383364600397,-4.74753108697792,,,
95,miseq,fail,pass,R1,20437,20455,99.91,fail_motif,fail q30 pass motif,q30p60_krill_rotifer,,0.09,2,835261,19168,19206,19182,19185.3333333333,15.6914697279198,-6.11912327874196,,,
96,miseq,fail,fail,R1,2040,2040,100.00,fail_no_motif,fail q30 fail motif,q30p60_krill_rotifer,,0.00,0,835261,1971,1973,1984,1976,5.71547606649408,-3.13725490196078,,,
97,miseq,pass,,R1,573196,794469,72.15,pass,pass q30,q30p70_krill,p70,27.85,95,835261,586109,586355,586218,586227.333333333,100.645693179368,1.64025699345517,,,
98,miseq,fail,,R1,40659,40792,99.67,fail,fail q30,q30p70_krill,p70,0.33,5,835261,37603,37583,37632,37606,20.1163283594861,-7.48431064914689,,,
99,miseq,pass,pass,R1,516404,734849,70.27,pass_motif,pass q30 pass motif,q30p70_krill_rotifer,,29.73,88,835261,547164,546865,547015,547014.666666667,122.066466411633,4.16557233753691,,,
100,miseq,pass,fail,R1,56792,59620,95.26,pass_no_motif,pass q30 fail motif,q30p70_krill_rotifer,,4.74,7,835261,54114,54010,54052,54058.6666666667,42.7187182496021,-4.58459130045846,,,
101,miseq,fail,pass,R1,37282,37414,99.65,fail_motif,fail q30 pass motif,q30p70_krill_rotifer,,0.35,4,835261,34555,34518,34573,34548.6666666667,22.8958996814325,-7.30564316387806,,,
102,miseq,fail,fail,R1,3377,3378,99.97,fail_no_motif,fail q30 fail motif,q30p70_krill_rotifer,,0.03,0,835261,3257,3278,3253,3262.66666666667,10.9645894689324,-3.38464574699033,,,
103,miseq,pass,,R1,550777,769629,71.56,pass,pass q30,q30p80_krill,p80,28.44,92,835261,570033,569909,570183,570041.666666667,112.027774333967,2.50311080620229,,,
104,miseq,fail,,R1,65071,65632,99.15,fail,fail q30,q30p80_krill,p80,0.85,8,835261,59266,59472,59460,59399.3333333333,94.4080975811338,-8.64161790996262,,,
105,miseq,pass,pass,R1,495706,711770,69.64,pass_motif,pass q30 pass motif,q30p80_krill_rotifer,,30.36,85,835261,531853,532152,531994,531999.666666667,122.131986892142,5.09907226585366,,,
106,miseq,pass,fail,R1,55071,57859,95.18,pass_no_motif,pass q30 fail motif,q30p80_krill_rotifer,,4.82,7,835261,52590,52589,52531,52570,27.5801861245835,-4.3225772999879,,,
107,miseq,fail,pass,R1,59943,60493,99.09,fail_motif,fail q30 pass motif,q30p80_krill_rotifer,,0.91,7,835261,54920,54853,54858,54877,30.4740326617051,-8.3745226720447,,,
108,miseq,fail,fail,R1,5128,5139,99.79,fail_no_motif,fail q30 fail motif,q30p80_krill_rotifer,,0.21,1,835261,4932,4955,4966,4951,14.1656862405839,-3.44424985405721,,,
109,miseq,pass,,R1,520317,732248,71.06,pass,pass q30,q30p90_krill,p90,28.94,88,835261,545457,545330,545371,545386,52.9213252542552,3.42356687898089,,,
110,miseq,fail,,R1,100635,103013,97.69,fail,fail q30,q30p90_krill,p90,2.31,12,835261,91057,91065,91038,91053.3333333333,11.323525167642,-9.30141503175975,,,
111,miseq,pass,pass,R1,467999,677243,69.10,pass_motif,pass q30 pass motif,q30p90_krill_rotifer,,30.90,81,835261,509078,508991,509142,509070.333333333,61.8834029086601,6.06448989998174,,,
112,miseq,pass,fail,R1,52318,55005,95.11,pass_no_motif,pass q30 fail motif,q30p90_krill_rotifer,,4.89,7,835261,50053,49995,50072,50040,32.7515902921777,-4.14144168711935,,,
113,miseq,fail,pass,R1,92681,95020,97.54,fail_motif,fail q30 pass motif,q30p90_krill_rotifer,,2.46,11,835261,84395,84274,84410,84359.6666666667,60.884225287745,-8.75745457096751,,,
114,miseq,fail,fail,R1,7954,7993,99.51,fail_no_motif,fail q30 fail motif,q30p90_krill_rotifer,,0.49,1,835261,7651,7668,7661,7660,6.97614984548545,-3.67821844113599,,,
115,miseq,pass,,R1,385062,534875,71.99,pass,pass q30,q30p100_krill,p100,28.01,64,835261,412373,412859,412302,412511.333333333,247.540344635419,5.13191555659422,,,
116,miseq,fail,,R1,263651,300386,87.77,fail,fail q30,q30p100_krill,p100,12.23,36,835261,245143,245246,245265,245218,53.597263611743,-6.13643778338538,,,
117,miseq,pass,pass,R1,348283,496317,70.17,pass_motif,pass q30 pass motif,q30p100_krill_rotifer,,29.83,59,835261,385456,386108,385704,385756,268.705538957921,7.5502148828269,,,
118,miseq,pass,fail,R1,36779,38558,95.39,pass_no_motif,pass q30 fail motif,q30p100_krill_rotifer,,4.61,5,835261,35511,35649,35603,35587.6666666667,57.3720799305338,-3.08971765478846,,,
119,miseq,fail,pass,R1,239733,275946,86.88,fail_motif,fail q30 pass motif,q30p100_krill_rotifer,,13.12,33,835261,227037,226931,226939,226969,48.1940521918075,-4.62554267864002,,,
120,miseq,fail,fail,R1,23918,24440,97.86,fail_no_motif,fail q30 fail motif,q30p100_krill_rotifer,,2.14,3,835261,22884,22875,22813,22857.3333333333,31.5629881700422,-4.33987997817786,,,
121,miseq,subsampling,,R2,38439,41763,92.04,subsampling,subsampling,1,,7.96,5,835261,,,,,,,,,
122,miseq,subsampling,,R2,38379,41763,91.90,subsampling,subsampling,2,,8.10,5,835261,,,,,,,,,
123,miseq,subsampling,,R2,38367,41763,91.87,subsampling,subsampling,3,,8.13,5,835261,,,,,,,,,
124,miseq,subsampling,,R2,74592,83526,89.30,subsampling,subsampling,1,,10.70,10,835261,,,,,,,,,
125,miseq,subsampling,,R2,74760,83526,89.51,subsampling,subsampling,2,,10.49,10,835261,,,,,,,,,
126,miseq,subsampling,,R2,74578,83526,89.29,subsampling,subsampling,3,,10.71,10,835261,,,,,,,,,
127,miseq,subsampling,,R2,109717,125289,87.57,subsampling,subsampling,1,,12.43,15,835261,,,,,,,,,
128,miseq,subsampling,,R2,109623,125289,87.50,subsampling,subsampling,2,,12.50,15,835261,,,,,,,,,
129,miseq,subsampling,,R2,109679,125289,87.54,subsampling,subsampling,3,,12.46,15,835261,,,,,,,,,
130,miseq,subsampling,,R2,143643,167052,85.99,subsampling,subsampling,1,,14.01,20,835261,,,,,,,,,
131,miseq,subsampling,,R2,143338,167052,85.80,subsampling,subsampling,2,,14.20,20,835261,,,,,,,,,
132,miseq,subsampling,,R2,143554,167052,85.93,subsampling,subsampling,3,,14.07,20,835261,,,,,,,,,
133,miseq,subsampling,,R2,176543,208815,84.55,subsampling,subsampling,1,,15.45,25,835261,,,,,,,,,
134,miseq,subsampling,,R2,176426,208815,84.49,subsampling,subsampling,2,,15.51,25,835261,,,,,,,,,
135,miseq,subsampling,,R2,176324,208815,84.44,subsampling,subsampling,3,,15.56,25,835261,,,,,,,,,
136,miseq,subsampling,,R2,208360,250578,83.15,subsampling,subsampling,1,,16.85,30,835261,,,,,,,,,
137,miseq,subsampling,,R2,208703,250578,83.29,subsampling,subsampling,2,,16.71,30,835261,,,,,,,,,
138,miseq,subsampling,,R2,208646,250578,83.27,subsampling,subsampling,3,,16.73,30,835261,,,,,,,,,
139,miseq,subsampling,,R2,240302,292341,82.20,subsampling,subsampling,1,,17.80,35,835261,,,,,,,,,
140,miseq,subsampling,,R2,240245,292341,82.18,subsampling,subsampling,2,,17.82,35,835261,,,,,,,,,
141,miseq,subsampling,,R2,240500,292341,82.27,subsampling,subsampling,3,,17.73,35,835261,,,,,,,,,
142,miseq,subsampling,,R2,271450,334104,81.25,subsampling,subsampling,1,,18.75,40,835261,,,,,,,,,
143,miseq,subsampling,,R2,271580,334104,81.29,subsampling,subsampling,2,,18.71,40,835261,,,,,,,,,
144,miseq,subsampling,,R2,271615,334104,81.30,subsampling,subsampling,3,,18.70,40,835261,,,,,,,,,
145,miseq,subsampling,,R2,301859,375867,80.31,subsampling,subsampling,1,,19.69,45,835261,,,,,,,,,
146,miseq,subsampling,,R2,302109,375867,80.38,subsampling,subsampling,2,,19.62,45,835261,,,,,,,,,
147,miseq,subsampling,,R2,301910,375867,80.32,subsampling,subsampling,3,,19.68,45,835261,,,,,,,,,
148,miseq,subsampling,,R2,332022,417630,79.50,subsampling,subsampling,1,,20.50,50,835261,,,,,,,,,
149,miseq,subsampling,,R2,332473,417630,79.61,subsampling,subsampling,2,,20.39,50,835261,,,,,,,,,
150,miseq,subsampling,,R2,332178,417630,79.54,subsampling,subsampling,3,,20.46,50,835261,,,,,,,,,
151,miseq,subsampling,,R2,361794,459393,78.75,subsampling,subsampling,1,,21.25,55,835261,,,,,,,,,
152,miseq,subsampling,,R2,361730,459393,78.74,subsampling,subsampling,2,,21.26,55,835261,,,,,,,,,
153,miseq,subsampling,,R2,362042,459393,78.81,subsampling,subsampling,3,,21.19,55,835261,,,,,,,,,
154,miseq,subsampling,,R2,391434,501156,78.11,subsampling,subsampling,1,,21.89,60,835261,,,,,,,,,
155,miseq,subsampling,,R2,391226,501156,78.06,subsampling,subsampling,2,,21.94,60,835261,,,,,,,,,
156,miseq,subsampling,,R2,391281,501156,78.08,subsampling,subsampling,3,,21.92,60,835261,,,,,,,,,
157,miseq,subsampling,,R2,420488,542919,77.45,subsampling,subsampling,1,,22.55,65,835261,,,,,,,,,
158,miseq,subsampling,,R2,420280,542919,77.41,subsampling,subsampling,2,,22.59,65,835261,,,,,,,,,
159,miseq,subsampling,,R2,420624,542919,77.47,subsampling,subsampling,3,,22.53,65,835261,,,,,,,,,
160,miseq,subsampling,,R2,449043,584682,76.80,subsampling,subsampling,1,,23.20,70,835261,,,,,,,,,
161,miseq,subsampling,,R2,449231,584682,76.83,subsampling,subsampling,2,,23.17,70,835261,,,,,,,,,
162,miseq,subsampling,,R2,448887,584682,76.77,subsampling,subsampling,3,,23.23,70,835261,,,,,,,,,
163,miseq,subsampling,,R2,477758,626445,76.26,subsampling,subsampling,1,,23.74,75,835261,,,,,,,,,
164,miseq,subsampling,,R2,477835,626445,76.28,subsampling,subsampling,2,,23.72,75,835261,,,,,,,,,
165,miseq,subsampling,,R2,477851,626445,76.28,subsampling,subsampling,3,,23.72,75,835261,,,,,,,,,
166,miseq,subsampling,,R2,505924,668208,75.71,subsampling,subsampling,1,,24.29,80,835261,,,,,,,,,
167,miseq,subsampling,,R2,505649,668208,75.67,subsampling,subsampling,2,,24.33,80,835261,,,,,,,,,
168,miseq,subsampling,,R2,505889,668208,75.71,subsampling,subsampling,3,,24.29,80,835261,,,,,,,,,
169,miseq,subsampling,,R2,533957,709971,75.21,subsampling,subsampling,1,,24.79,85,835261,,,,,,,,,
170,miseq,subsampling,,R2,533809,709971,75.19,subsampling,subsampling,2,,24.81,85,835261,,,,,,,,,
171,miseq,subsampling,,R2,533689,709971,75.17,subsampling,subsampling,3,,24.83,85,835261,,,,,,,,,
172,miseq,subsampling,,R2,561460,751734,74.69,subsampling,subsampling,1,,25.31,90,835261,,,,,,,,,
173,miseq,subsampling,,R2,561636,751734,74.71,subsampling,subsampling,2,,25.29,90,835261,,,,,,,,,
174,miseq,subsampling,,R2,561903,751734,74.75,subsampling,subsampling,3,,25.25,90,835261,,,,,,,,,
175,miseq,subsampling,,R2,589207,793497,74.25,subsampling,subsampling,1,,25.75,95,835261,,,,,,,,,
176,miseq,subsampling,,R2,589009,793497,74.23,subsampling,subsampling,2,,25.77,95,835261,,,,,,,,,
177,miseq,subsampling,,R2,589109,793497,74.24,subsampling,subsampling,3,,25.76,95,835261,,,,,,,,,
178,miseq,,,R2,616455,835261,73.80,subsampling,subsampling,raw,,26.20,100,835261,,,,,,,,,
179,miseq,pass,,R2,594267,812268,73.16,motif,pass motif,rotifer_uniq,,26.84,97,835261,601401,601399,601350,601383.333333333,23.5843639350783,0.876106572379236,,,
180,miseq,fail,,R2,22188,22993,96.50,no_motif,fail motif,rotifer_uniq,,3.50,3,835261,21521,21468,21483,21490.6666666667,22.3059533657621,-3.03280708621464,22119,3.80115687383117,-2.73271575407007
181,miseq,pass,,R2,616159,834965,73.79,pass,pass q30,q30p10_krill,p10,26.21,100,835261,616273,616258,616264,616265,6.16441400296898,0.012695142910182,,,
182,miseq,fail,,R2,296,296,100.00,fail,fail q30,q30p10_krill,p10,0.00,0,835261,292,292,292,292,0,-1.35135135135135,,,
183,miseq,pass,pass,R2,595359,813376,73.20,pass_motif,pass q30 pass motif,q30p10_krill_rotifer,,26.80,97,835261,602140,602199,602190,602176.333333333,25.9529488797623,0.838152752642489,,,
184,miseq,pass,fail,R2,20800,21589,96.35,pass_no_motif,pass q30 fail motif,q30p10_krill_rotifer,,3.65,3,835261,20248,20287,20225,20253.3333333333,25.5907969568923,-2.53215372025878,,,
185,miseq,fail,pass,R2,28,28,100.00,fail_motif,fail q30 pass motif,q30p10_krill_rotifer,,0.00,0,835261,28,28,28,28,0,0,,,
186,miseq,fail,fail,R2,268,268,100.00,fail_no_motif,fail q30 fail motif,q30p10_krill_rotifer,,0.00,0,835261,268,264,267,266.333333333333,1.6996731711976,-0.621890547263689,,,
187,miseq,pass,,R2,614966,833772,73.76,pass,pass q30,q30p20_krill,p20,26.24,100,835261,615487,615494,615455,615478.666666667,16.9771087709958,0.061487632910032,,,
188,miseq,fail,,R2,1489,1489,100.00,fail,fail q30,q30p20_krill,p20,0.00,0,835261,1459,1461,1454,1458,2.94392028877595,-2.08193418401612,,,
189,miseq,pass,pass,R2,594839,812856,73.18,pass_motif,pass q30 pass motif,q30p20_krill_rotifer,,26.82,97,835261,601855,601669,601834,601786,83.1745153277132,0.854640920409027,,,
190,miseq,pass,fail,R2,20127,20916,96.23,pass_no_motif,pass q30 fail motif,q30p20_krill_rotifer,,3.77,3,835261,19577,19654,19586,19605.6666666667,34.3737626039914,-2.49250972142538,,,
191,miseq,fail,pass,R2,548,548,100.00,fail_motif,fail q30 pass motif,q30p20_krill_rotifer,,0.00,0,835261,538,531,542,537,4.54606056566195,-2.00729927007299,,,
192,miseq,fail,fail,R2,941,941,100.00,fail_no_motif,fail q30 fail motif,q30p20_krill_rotifer,,0.00,0,835261,920,920,923,921,1.4142135623731,-2.12539851222104,,,
193,miseq,pass,,R2,612279,831085,73.67,pass,pass q30,q30p30_krill,p30,26.33,100,835261,613758,613773,613744,613758.333333333,11.8415464455544,0.178000244660098,,,
194,miseq,fail,,R2,4176,4176,100.00,fail,fail q30,q30p30_krill,p30,0.00,0,835261,4020,4019,4031,4023.33333333333,5.43650214343336,-3.65581098339719,,,
195,miseq,pass,pass,R2,592759,810776,73.11,pass_motif,pass q30 pass motif,q30p30_krill_rotifer,,26.89,97,835261,600637,600489,600454,600526.666666667,79.3151239606223,0.958053354646244,,,
196,miseq,pass,fail,R2,19520,20309,96.12,pass_no_motif,pass q30 fail motif,q30p30_krill_rotifer,,3.88,2,835261,19027,19070,19128,19075,41.3843770844345,-2.19114678221478,,,
