0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,6738,267,1703,1117,360,82,0,0,0,0,0,0,0,0,409,0,5056,4375,7683,2255,7554,30356,652484,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3673,27,2384,417,364,235,0,0,0,0,0,0,0,0,79,0,3245,4716,2409,3190,3434,24560,671959,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,4256,24,1777,195,653,0,0,0,0,0,0,0,0,0,75,0,3193,4467,2280,4181,3481,28037,667969,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,5693,2,1444,947,429,31,0,0,0,0,0,0,0,0,0,0,2976,7822,6142,2410,2455,31303,658759,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,4630,25,1905,657,796,162,0,0,0,0,0,0,0,0,70,0,4026,6609,4679,3202,4036,32492,657046,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,3064,105,2791,424,621,291,0,0,0,0,0,0,0,0,295,0,3537,5972,3586,4250,5389,31820,518629,139256,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,3123,220,2458,429,556,136,0,0,0,0,0,0,0,0,511,0,4028,4945,4531,3656,7983,32180,370863,284018,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2510,3546,384,1562,765,503,93,0,0,0,0,0,0,0,1,763,1,5168,4627,5674,3766,11315,31785,278854,369382,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2135,2745,329,2059,686,583,169,0,0,0,0,0,0,0,3,559,1,4760,4790,4556,4650,9593,31754,127647,523671,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2170,2573,352,1952,791,662,220,0,0,0,0,0,1,0,2,476,0,4846,4709,4485,4767,8954,32058,118526,533148,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2355,2600,428,2111,975,870,243,0,0,0,0,0,0,0,1,536,1,4898,5221,4979,4819,7986,33933,114858,533868,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2074,2623,537,1988,984,974,247,0,0,0,0,0,0,0,2,546,2,4795,5251,4844,4889,8612,33281,114476,534548,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2274,2193,723,2270,1028,1047,322,0,0,0,0,2,2,0,2,648,0,5074,5269,5058,5121,8935,33213,117521,529963,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,2323,2427,877,2237,1025,1160,423,0,0,0,0,1,0,0,0,729,2,5353,5387,4857,5709,10181,34034,126864,517071,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,67,2260,2405,989,2029,835,1080,286,0,0,0,0,1,0,0,4,768,5,5117,5299,4758,5559,9844,33998,129723,515675,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,2190,2352,1056,1847,785,1035,297,0,0,0,0,1,1,0,1,614,2,5067,5331,5005,5133,9351,33830,124150,522572,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,89,2130,2273,1062,1766,603,1079,209,0,0,0,0,0,0,1,7,576,0,5143,5041,4641,4858,9874,33288,122900,525161,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,1857,2161,1207,1596,467,919,184,0,0,0,0,1,5,0,1,481,1,4612,4893,4408,4519,9674,32523,119971,531105,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,141,1834,2035,1204,1320,402,867,150,0,0,0,0,1,1,0,6,491,3,4472,4529,4329,4720,8402,32310,112915,540571,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,230,1807,2387,1416,1421,380,1022,134,0,0,0,0,4,2,1,4,513,7,4546,5135,4603,4798,8234,33409,111790,538859,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,285,1678,2350,1504,1286,291,1053,121,0,0,0,1,1,4,1,10,544,11,4476,4894,4636,4785,8263,32482,113504,538523,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,249,1590,2499,1685,1184,197,1136,83,0,0,0,2,0,6,0,10,468,8,4517,4894,4397,4870,8168,32997,109646,542095,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,313,1606,2438,1784,1007,155,1135,100,0,0,0,0,1,1,1,9,436,13,4520,5141,4622,4769,8122,33516,119196,531817,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,358,1545,2313,2018,851,110,1172,47,0,0,1,0,0,2,0,7,470,15,4446,4948,4519,4789,8115,32698,110399,541878,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,410,1824,2719,2497,1003,71,1503,47,0,0,1,0,2,1,0,11,554,20,4682,5432,4955,5125,8552,34224,112411,534659,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,556,1755,2694,2598,941,20,1668,27,0,0,0,1,2,2,0,20,575,17,5264,5627,5007,5478,9083,35542,113516,530308,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,558,1578,2623,2713,869,12,1571,16,0,0,1,1,0,4,1,6,470,18,5039,5547,4870,5221,8951,34938,116940,528755,0,0,0
